Source,Target
633,830
633,1077
633,1087
633,2009
633,2605
633,3078
633,3321
633,5101
633,5495
633,6455
633,6584
633,6845
633,7333
633,7343
633,7610
633,7824
633,8010
633,8080
633,8672
633,9017
633,9802
633,10075
633,10391
633,10463
633,10517
633,10520
633,10561
633,10566
633,10574
633,10579
633,10583
633,10587
633,10588
633,10596
633,10601
633,10602
633,10606
633,10607
633,10609
633,10614
633,10616
633,10621
633,10626
633,10703
633,10712
633,10716
633,10719
633,10721
633,10722
633,10726
633,10732
633,10734
633,10739
633,10768
633,10783
633,10794
633,11000
633,11005
633,11020
633,11023
633,11034
633,11035
633,11036
633,11037
633,11041
633,11057
633,11058
633,11067
633,12000
633,12001
633,12007
633,12010
633,12011
633,12013
633,12022
633,12030
633,12033
633,12035
633,12036
633,12038
633,12042
633,13002
633,13003
633,13015
633,13018
633,13021
633,13024
633,13033
633,13036
633,13040
633,13042
633,13047
633,13056
633,14001
633,14005
633,14013
633,14015
633,14021
633,14026
633,14031
633,14033
633,14035
633,14038
633,14039
633,14040
633,14041
633,14043
633,14044
633,14045
633,14046
633,14048
633,14052
633,14055
633,14057
633,14062
633,14067
633,14070
633,14071
633,14072
633,14075
633,14205
633,14208
633,14209
633,14212
633,14214
633,14216
633,14218
633,14219
633,14220
633,14221
633,14225
633,14227
633,14233
633,14234
633,14237
633,14238
633,14239
633,14240
633,14245
633,14248
633,14249
633,14251
633,14253
633,14256
633,14257
633,14259
633,14260
633,14262
633,14264
633,14265
633,14266
633,14271
633,14273
633,14274
633,14276
633,14277
633,14280
633,14282
633,14283
633,14284
633,14285
633,14291
633,14400
633,14402
633,14404
633,14407
633,14410
633,14411
633,14413
633,14415
633,14417
633,14419
633,14421
633,14422
633,14423
633,14425
633,14427
633,14429
633,14430
633,14432
633,14435
633,14437
633,14438
633,14440
633,14441
633,14443
633,14444
633,14445
633,14448
633,14449
633,14450
633,14451
633,14456
633,14458
633,14459
633,14460
633,14462
633,14464
633,14465
633,14466
633,14467
633,14469
633,14471
633,14600
633,14601
633,14603
633,14604
633,14605
633,14606
633,14607
633,14608
633,14609
633,14610
633,14611
633,14612
633,14613
633,14614
633,14616
633,14617
633,14618
633,14619
633,14621
633,14623
633,14624
633,14625
633,14626
633,14627
633,14631
633,14632
633,14633
633,14635
633,14636
633,14637
633,14638
633,14639
633,14641
633,14642
633,14644
633,14645
633,14646
633,14647
633,14648
633,14649
633,14650
633,14651
633,14652
633,14653
633,14654
633,14655
633,14657
633,14658
633,14659
633,14660
633,14661
633,14664
633,14666
633,14667
633,14668
633,14669
633,14670
633,14671
633,14673
633,14675
633,14677
633,14679
633,14800
633,14801
633,14802
633,14803
633,14804
633,14805
633,14806
633,14807
633,14808
633,14809
633,14810
633,14812
633,14813
633,14814
633,14815
633,14817
633,14818
633,14819
633,14821
633,14822
633,14824
633,14826
633,14827
633,14828
633,14830
633,14831
633,14832
633,14833
633,14834
633,14835
633,14837
633,14838
633,14839
633,14840
633,14841
633,14842
633,14843
633,14844
633,14845
633,14846
633,14847
633,14848
633,14849
633,14850
633,14851
633,14852
633,14853
633,14854
633,14855
633,14857
633,14858
633,14859
633,14860
633,14861
633,14862
633,14863
633,14865
633,14867
633,14868
633,14869
633,14870
633,14871
633,14873
633,94454
633,94602
633,94628
830,2009
830,2605
830,3078
830,5101
830,6584
830,6845
830,7333
830,7343
830,7610
830,7824
830,8010
830,8080
830,8672
830,9017
830,10075
830,10391
830,10421
830,10463
830,10500
830,10517
830,10520
830,10561
830,10566
830,10573
830,10577
830,10583
830,10587
830,10588
830,10595
830,10596
830,10601
830,10602
830,10607
830,10609
830,10614
830,10621
830,10703
830,10705
830,10716
830,10726
830,10727
830,10732
830,10739
830,10760
830,10768
830,10783
830,11000
830,11005
830,11021
830,11023
830,11067
830,12000
830,12001
830,12003
830,12013
830,12030
830,12035
830,12036
830,12038
830,12042
830,13003
830,13011
830,13024
830,13033
830,13035
830,13040
830,14001
830,14005
830,14015
830,14026
830,14029
830,14038
830,14039
830,14045
830,14046
830,14053
830,14055
830,14067
830,14068
830,14070
830,14072
830,14075
830,14201
830,14205
830,14208
830,14209
830,14212
830,14214
830,14216
830,14217
830,14219
830,14220
830,14221
830,14222
830,14223
830,14224
830,14230
830,14233
830,14234
830,14237
830,14238
830,14240
830,14248
830,14249
830,14251
830,14253
830,14256
830,14257
830,14262
830,14264
830,14265
830,14266
830,14271
830,14274
830,14275
830,14277
830,14280
830,14281
830,14282
830,14283
830,14284
830,14285
830,14289
830,14400
830,14405
830,14406
830,14407
830,14413
830,14419
830,14421
830,14422
830,14423
830,14425
830,14426
830,14430
830,14432
830,14435
830,14440
830,14441
830,14443
830,14444
830,14445
830,14448
830,14450
830,14458
830,14459
830,14460
830,14462
830,14463
830,14464
830,14465
830,14467
830,14470
830,14471
830,14600
830,14601
830,14603
830,14604
830,14607
830,14608
830,14612
830,14613
830,14617
830,14618
830,14620
830,14621
830,14624
830,14625
830,14626
830,14629
830,14631
830,14632
830,14636
830,14638
830,14643
830,14646
830,14648
830,14649
830,14650
830,14651
830,14653
830,14656
830,14658
830,14661
830,14666
830,14667
830,14672
830,14673
830,14677
830,14808
830,14811
830,14812
830,14814
830,14815
830,14816
830,14817
830,14818
830,14823
830,14824
830,14825
830,14831
830,14833
830,14837
830,14843
830,14850
830,14855
830,14857
830,14858
830,14859
830,14863
830,14871
830,14873
1077,2605
1077,6845
1077,7343
1077,7610
1077,8010
1077,8080
1077,8672
1077,9017
1077,10075
1077,10391
1077,10463
1077,10520
1077,10561
1077,10566
1077,10601
1077,10602
1077,10609
1077,10614
1077,10621
1077,10703
1077,10716
1077,10726
1077,10732
1077,10739
1077,10768
1077,10783
1077,11000
1077,11005
1077,11023
1077,11067
1077,12000
1077,12001
1077,12035
1077,12042
1077,13003
1077,13024
1077,13033
1077,14001
1077,14005
1077,14026
1077,14039
1077,14046
1077,14055
1077,14067
1077,14072
1077,14075
1077,14208
1077,14214
1077,14219
1077,14233
1077,14234
1077,14238
1077,14249
1077,14251
1077,14253
1077,14257
1077,14264
1077,14265
1077,14266
1077,14274
1077,14277
1077,14282
1077,14285
1077,14400
1077,14413
1077,14419
1077,14421
1077,14422
1077,14423
1077,14430
1077,14440
1077,14443
1077,14444
1077,14445
1077,14459
1077,14460
1077,14462
1077,14464
1077,14465
1077,14467
1077,14600
1077,14601
1077,14603
1077,14604
1077,14607
1077,14613
1077,14617
1077,14624
1077,14625
1077,14626
1077,14631
1077,14636
1077,14638
1077,14646
1077,14648
1077,14649
1077,14651
1077,14653
1077,14658
1077,14666
1077,14667
1077,14673
1077,14808
1077,14812
1077,14815
1077,14817
1077,14818
1077,14831
1077,14837
1077,14843
1077,14850
1077,14859
1077,14863
1077,14871
1077,14873
1087,2009
1087,2525
1087,5495
1087,6455
1087,6845
1087,9017
1087,9802
