14404,11023,-0.1235
14404,11007,0.1065
14404,11037,-0.035
14404,14219,-0.0275
14404,10788,-0.14350000000000002
14404,14276,0.105
14404,14410,0.117
14404,12014,-0.0875
14404,14467,-0.1325
14404,14026,-0.0615
14404,13048,-0.1365
14404,12038,-0.1365
14404,14016,-0.1225
14404,8032,-0.0565
14404,10446,-0.18500000000000003
14404,14451,-0.09999999999999999
14404,14429,-0.07200000000000001
14404,14227,0.13999999999999999
14404,10587,-0.10049999999999999
14404,14455,-0.1675
14404,14000,0.1065
14404,14259,0.106
14404,14004,0.13449999999999998
14404,14234,-0.07150000000000001
14404,14061,0.020000000000000004
14404,10625,0.0805
14404,13027,-0.14100000000000001
14404,8507,-0.078
14404,10075,-0.0945
14404,8564,-0.15450000000000003
14404,11005,-0.050499999999999996
14404,11036,0.104
14404,5924,-0.098
14404,14419,-0.10149999999999999
14404,14045,0.0965
14404,14009,0.12949999999999998
14404,6584,-0.1885
14404,10719,0.083
14404,3321,-0.0345
14404,10710,0.026000000000000002
14404,14003,0.13749999999999998
14404,14427,-0.0185
14404,13008,-0.021
14404,7845,0.0985
14404,3242,-0.014
14404,14464,-0.10149999999999999
14404,14411,0.1455
14404,6845,-0.158
14404,14272,-0.051
14404,14466,0.15899999999999997
14404,13045,0.082
14404,12035,-0.10099999999999999
14404,94428,-0.006500000000000001
14404,11035,-0.0055
14404,10773,0.053500000000000006
14404,14456,0.11750000000000001
14404,14437,0.1825
14404,10569,0.0295
14404,11000,-0.1205
14404,12011,0.0665
14404,10700,-0.21200000000000002
14404,12029,0.12450000000000001
14404,13018,0.0725
14404,14072,-0.14650000000000002
14404,12033,0.10250000000000001
14404,14424,-0.091
14404,14249,-0.042
14404,10579,0.066
14404,10614,-0.123
14404,13042,0.146
14404,14001,-0.103
14404,14005,-0.081
14404,11067,-0.15300000000000002
14404,8866,-0.15350000000000003
14404,14420,-0.011
14404,10616,0.109
14404,8549,-0.20800000000000002
14404,14038,0.0345
14404,14469,0.149
14404,14018,0.0945
14404,14048,-0.17350000000000002
14404,14416,-0.0995
14404,10525,0.08
14404,14233,-0.14600000000000002
14404,14031,0.181
14404,10716,-0.14150000000000001
14404,13056,-0.0755
14404,14402,-0.067
14404,14237,-0.033
14404,14270,-0.121
14404,14465,-0.164
14404,14007,0.1265
14404,10733,-0.167
14404,13007,-0.20400000000000001
14404,14262,-0.0865
14404,14063,-0.3085
14404,9802,0.059
14404,10550,-0.0795
14404,14222,-0.0965
14404,14291,0.013
14404,10721,0.0745
14404,14418,-0.0595
14404,10783,-0.0825
14404,1077,-0.2175
14404,13023,-0.034
14404,12023,-0.03
14404,10567,-0.006500000000000001
14404,14462,-0.077
14404,14438,0.11800000000000001
14404,14251,-0.043000000000000003
14404,12007,-0.063
11023,14038,-0.061
11023,14464,-0.197
11023,14429,-0.1675
11023,12014,-0.183
11023,13008,-0.1165
11023,13038,-0.064
11023,14462,-0.1725
11023,3321,-0.13
11023,12033,0.007000000000000006
11023,9802,-0.036500000000000005
11023,10520,-0.3785
11023,14045,0.0010000000000000009
11023,14007,0.031000000000000014
11023,10569,-0.066
11023,14283,-0.262
11023,10579,-0.0295
11023,13045,-0.013499999999999998
11023,10716,-0.237
11023,1077,-0.313
11023,14465,-0.2595
11023,11057,0.013999999999999999
11023,11067,-0.2485
11023,10075,-0.19
11023,14418,-0.155
11023,10783,-0.178
11023,14270,-0.2165
11023,10567,-0.10200000000000001
11023,14438,0.022500000000000006
11023,14251,-0.1385
11023,14247,-0.168
11023,1610,0.02550000000000001
11023,12027,-0.2445
11023,3224,-0.298
11023,13023,-0.1295
11023,14424,-0.1865
