Source,Target
20537,20501
29109,20105
20538,29771
20740,20106
29384,15614
29401,15029
15104,29127
29559,20341
15064,29728
20735,29561
20344,29905
29751,20511
20752,29730
29127,29729
29925,29709
20741,14265
14873,29379
14854,29137
15613,29943
15410,20724
15049,15083
15083,20329
15124,20330
29921,20141
15454,29132
29501,20521
14072,29101
20734,29309
15072,15444
20147,29741
29903,20501
20352,20347
20701,20501
20711,29325
20735,29911
29316,20741
29705,20516
15614,29764
29360,29149
20754,10713
20358,10713
20731,20343
29315,14854
20765,29561
29101,20752
20112,29905
10713,20723
15000,29312
20336,20753
29587,29313
29771,20732
29396,29745
20729,29315
20941,20338
29134,29745
29588,29915
20347,20353
29106,15619
29572,20522
20519,39304
29943,29325
39305,20720
39304,29355
20765,29911
15072,20705
20538,20106
14256,20119
20708,20517
20305,29926
29316,15614
20102,20707
20740,29100
20119,20122
29136,20342
20533,29561
29549,20511
29339,20701
29380,20702
29776,20702
20113,20307
29710,29504
15085,20351
29341,20747
29759,20506
29778,20748
20511,20353
99342,29331
20323,20302
29101,29396
29318,20763
20341,29741
20735,29106
20533,29911
20305,15000
29940,20517
29730,20707
20352,29341
15104,20751
20756,20534
29352,20532
10713,29717
20143,29352
29573,29741
29348,20763
29766,20522
29707,29741
14072,29585
20713,39304
29380,29346
29915,39304
15029,15100
29741,29325
20765,29106
20754,39305
20731,15000
29777,20122
20145,20538
20103,29926
15005,20341
20538,29100
14451,20721
20745,20533
13035,15444
29323,29751
29937,20754
15033,29744
29923,29746
29549,29505
20113,29301
29907,20353
29585,20302
29149,29571
14824,20710
20343,29763
20739,29763
15448,20537
20326,15072
20728,20714
29377,20538
20134,20729
29368,29120
20103,15000
29132,20707
15431,20341
20763,20708
29715,20533
29109,20723
20513,20533
20740,20724
29317,15010
15104,29745
29337,20358
39301,14265
14837,29401
20739,14837
20343,14837
20337,29352
15029,20711
29919,20713
29713,39304
20719,15124
15612,20537
20321,20713
20716,29348
15448,15410
20129,29588
29921,20759
20315,20144
15454,29750
20330,29312
14435,29771
20716,14072
29709,20122
29733,20708
20711,29943
14451,29715
20147,15083
29401,29768
20502,29769
20119,13035
20712,20719
20729,20134
20307,29301
20350,29937
29383,20302
29588,20734
20129,29938
20537,29763
15000,29930
39301,29325
29571,20538
15454,14824
15612,15410
20729,14657
20333,14657
20350,14072
29763,20708
20305,20745
20506,29137
20723,20504
20735,15603
20741,29943
29377,14256
20538,20724
29378,29942
21993,29339
20763,29702
29137,29321
20338,20104
20119,20740
15619,29571
20537,14837
20310,15612
15064,14265
29769,29763
20719,20735
29587,15005
29903,29763
20338,29903
29717,20713
29396,2605
15410,20537
29134,2605
15029,29705
29919,29707
14265,29309
29315,20144
15619,20122
20321,29707
29559,20504
20765,15603
29705,20329
20358,29774
21993,14413
20105,29328
29728,29358
29733,29702
29777,13035
29931,29717
20735,14448
20764,20104
20502,20104
20106,20104
20350,29132
29746,29937
29769,14837
29903,14837
20340,15612
20310,29733
20701,14837
20119,15613
20712,29713
20502,29903
20106,29903
20519,29318
29910,29779
29588,29728
20706,29144
20119,29384
29360,29312
29746,14072
15072,29378
15100,14430
39305,20533
14430,29911
20103,20745
20533,15603
29328,29774
29741,29943
29763,29702
29573,15083
14053,10713
20708,20330
20748,15033
29149,13035
29777,20740
20726,29769
29396,29908
29134,29908
14256,29731
20108,15612
20113,20120
29710,29317
20136,29149
39300,20539
15603,15431
20719,29729
29759,20319
20736,29144
29328,2605
29717,29707
20703,20336
29358,29774
29123,20108
15453,15083
29940,20330
15616,20739
29922,29358
14435,29100
20516,15033
29729,29717
20533,14448
29746,29132
29149,20740
20756,20347
29777,15613
20342,29375
29522,20756
29764,29149
29100,29923
29911,15613
20108,29733
29923,15438
29317,15628
29915,29318
29731,20341
20713,29318
20529,20341
14280,20302
20107,29508
29137,20356
20302,15454
20504,29144
29358,2605
20110,20357
14430,29106
20748,29504
29309,39307
15603,20103
29748,15033
29906,15619
20330,29930
29300,20535
15616,15612
29585,29564
29328,29908
20523,15049
29127,15100
29504,15612
20727,20706
20307,20120
29923,29559
29720,20340
20138,20311
20129,20757
14824,29383
15000,20749
29931,20752
29301,20356
29149,29384
29339,39307
15033,20108
20343,20716
20516,29504
20728,20527
29561,29328
20323,29109
29924,29380
39301,29943
15005,15616
29943,20762
15619,13035
29318,20710
20734,15619
15616,29733
13035,29378
29358,29908
15413,20514
15010,29923
15448,14873
20740,20537
29504,29733
20757,20706
20705,20516
20302,29925
29709,15613
29750,20340
29713,29318
29925,20341
15245,15453
29331,20356
20141,15455
20304,20357
29313,20716
15612,20350
20749,29109
20129,29401
20338,15245
29942,15033
29931,29396
20752,20712
29348,20710
20105,20147
15619,20740
29325,29586
29365,20125
29127,20711
29919,15049
29383,29564
29901,20105
20321,15049
20525,20706
15420,20530
20740,15410
29349,20531
20350,29750
29703,29919
29930,29144
29937,20701
15613,15448
20356,15420
20517,29109
20328,20542
20343,29710
29741,20762
20106,15245
29355,29586
29360,29930
2605,29763
29396,20727
15619,15613
29313,29360
15245,29924
20514,20143
20538,20537
29134,20727
29778,14413
14837,21993
15413,29508
20350,14824
29710,20136
29751,20137
15619,29384
29337,20305
20113,20738
20747,29921
20519,15010
14837,29348
29331,29350
29378,20306
29769,20716
15410,20350
29942,29504
29313,29710
2605,14837
29729,29396
20323,20733
14430,15603
29123,29586
20358,29587
29717,15049
20527,20728
20305,15431
29384,20501
29325,29720
20701,29926
20752,14430
20538,15410
15613,29919
29746,29750
10713,20349
20341,20723
20539,20738
29771,20358
29401,29715
20748,20323
29752,15420
20754,29937
29106,15245
20941,29763
14053,29774
29328,29587
29380,29777
29384,14435
20330,20749
14413,15033
20731,15431
14430,14448
20701,15000
15603,20721
29328,20727
29355,29720
20117,29501
29396,29721
29134,29721
29707,20723
29776,20328
20707,14256
20708,29942
29509,20738
20117,39300
29915,15010
