Unnamed: 0,typeid_x,afstemningid,aktørid,party,dato
642741,1,6140,1829,Venstre,2004-12-09 09:00:00
642742,2,6140,680,Radikale Venstre,2004-12-09 09:00:00
642743,1,6140,206,Venstre,2004-12-09 09:00:00
642744,1,6140,661,Uden for folketingsgrupperne,2004-12-09 09:00:00
642745,1,6140,172,Socialdemokratiet,2004-12-09 09:00:00
642746,1,6140,725,Venstre,2004-12-09 09:00:00
642747,1,6140,1757,Venstre,2004-12-09 09:00:00
642748,1,6140,1769,Dansk Folkeparti,2004-12-09 09:00:00
642749,1,6140,226,Socialdemokratiet,2004-12-09 09:00:00
642750,1,6140,182,Danmarksdemokraterne,2004-12-09 09:00:00
642751,1,6140,1761,Det Konservative Folkeparti,2004-12-09 09:00:00
642752,1,6140,1740,Dansk Folkeparti,2004-12-09 09:00:00
642753,1,6140,348,Socialistisk Folkeparti,2004-12-09 09:00:00
642754,1,6140,379,Socialistisk Folkeparti,2004-12-09 09:00:00
642755,1,6140,296,Venstre,2004-12-09 09:00:00
642756,1,6140,212,Venstre,2004-12-09 09:00:00
642757,1,6140,1791,Venstre,2004-12-09 09:00:00
642758,1,6140,1749,Venstre,2004-12-09 09:00:00
642759,1,6140,1558,Kristeligt Folkeparti,2004-12-09 09:00:00
642760,1,6140,1916,Det Konservative Folkeparti,2004-12-09 09:00:00
642761,1,6141,1891,Socialdemokratiet,2004-12-09 09:00:00
642762,2,6141,164,Venstre,2004-12-09 09:00:00
642763,1,6141,8319,,2004-12-09 09:00:00
642764,2,6141,126,Venstre,2004-12-09 09:00:00
642765,1,6141,351,Socialdemokratiet,2004-12-09 09:00:00
642766,1,6141,1881,Radikale Venstre,2004-12-09 09:00:00
642767,1,6141,1778,Socialdemokratiet,2004-12-09 09:00:00
642768,2,6141,149,Det Konservative Folkeparti,2004-12-09 09:00:00
642769,2,6141,350,Venstre,2004-12-09 09:00:00
642770,1,6141,1751,Socialdemokratiet,2004-12-09 09:00:00
642771,2,6141,49,Venstre,2004-12-09 09:00:00
642772,2,6141,1755,Dansk Folkeparti,2004-12-09 09:00:00
642773,1,6141,1886,Socialdemokratiet,2004-12-09 09:00:00
642774,1,6141,220,Socialdemokratiet,2004-12-09 09:00:00
642775,2,6141,183,Danmarksdemokraterne,2004-12-09 09:00:00
642776,1,6141,198,Socialistisk Folkeparti,2004-12-09 09:00:00
642777,2,6141,648,Det Konservative Folkeparti,2004-12-09 09:00:00
642778,1,6141,1325,Socialdemokratiet,2004-12-09 09:00:00
642779,2,6141,664,Uden for folketingsgrupperne,2004-12-09 09:00:00
642780,2,6141,77,Uden for folketingsgrupperne,2004-12-09 09:00:00
642781,2,6141,1885,Venstre,2004-12-09 09:00:00
642782,2,6141,1790,Venstre,2004-12-09 09:00:00
642783,2,6141,216,Dansk Folkeparti,2004-12-09 09:00:00
642784,2,6141,211,Dansk Folkeparti,2004-12-09 09:00:00
642785,2,6141,108,Det Konservative Folkeparti,2004-12-09 09:00:00
642786,2,6141,1805,Ny Alliance,2004-12-09 09:00:00
642787,2,6141,1746,Venstre,2004-12-09 09:00:00
642788,2,6141,1433,Dansk Folkeparti,2004-12-09 09:00:00
642789,1,6141,1623,,2004-12-09 09:00:00
642790,1,6141,138,Socialdemokratiet,2004-12-09 09:00:00
642791,1,6141,1256,Socialdemokratiet,2004-12-09 09:00:00
642792,1,6141,5593,,2004-12-09 09:00:00
642793,2,6141,265,Venstre,2004-12-09 09:00:00
642794,1,6141,7633,,2004-12-09 09:00:00
642795,1,6141,1444,Socialistisk Folkeparti,2004-12-09 09:00:00
642796,1,6141,1234,Socialistisk Folkeparti,2004-12-09 09:00:00
642797,2,6141,364,Venstre,2004-12-09 09:00:00
642798,2,6141,660,Venstre,2004-12-09 09:00:00
642799,2,6141,1461,Venstre,2004-12-09 09:00:00
642800,1,6141,920,Socialdemokratiet,2004-12-09 09:00:00
642801,2,6141,1792,Venstre,2004-12-09 09:00:00
642802,1,6141,1773,Socialdemokratiet,2004-12-09 09:00:00
642803,2,6141,1850,Det Konservative Folkeparti,2004-12-09 09:00:00
642804,2,6141,1815,Dansk Folkeparti,2004-12-09 09:00:00
642805,1,6141,1912,Radikale Venstre,2004-12-09 09:00:00
642806,1,6141,668,Uden for folketingsgrupperne,2004-12-09 09:00:00
642807,2,6141,1823,Det Konservative Folkeparti,2004-12-09 09:00:00
642808,1,6141,280,Socialdemokratiet,2004-12-09 09:00:00
642809,2,6141,1777,Dansk Folkeparti,2004-12-09 09:00:00
642810,1,6141,235,Socialdemokratiet,2004-12-09 09:00:00
642811,2,6141,1745,Venstre,2004-12-09 09:00:00
642812,2,6141,676,Dansk Folkeparti,2004-12-09 09:00:00
642813,2,6141,1431,Dansk Folkeparti,2004-12-09 09:00:00
642814,1,6141,679,Socialdemokratiet,2004-12-09 09:00:00
642815,2,6141,1811,Venstre,2004-12-09 09:00:00
642816,2,6141,1818,Venstre,2004-12-09 09:00:00
642817,1,6141,28,Socialdemokratiet,2004-12-09 09:00:00
642818,2,6141,1817,Venstre,2004-12-09 09:00:00
642819,1,6141,386,Socialdemokratiet,2004-12-09 09:00:00
642820,2,6141,1771,Dansk Folkeparti,2004-12-09 09:00:00
642821,2,6141,1814,Venstre,2004-12-09 09:00:00
642822,1,6141,257,Socialdemokratiet,2004-12-09 09:00:00
642823,2,6141,217,Venstre,2004-12-09 09:00:00
642824,2,6141,1831,Dansk Folkeparti,2004-12-09 09:00:00
642825,2,6141,646,Venstre,2004-12-09 09:00:00
642826,1,6141,951,Socialdemokratiet,2004-12-09 09:00:00
642827,2,6141,645,Venstre,2004-12-09 09:00:00
642828,1,6141,1880,Socialdemokratiet,2004-12-09 09:00:00
642829,2,6141,245,Liberal Alliance,2004-12-09 09:00:00
642830,2,6141,1760,Venstre,2004-12-09 09:00:00
642831,1,6141,1023,Socialdemokratiet,2004-12-09 09:00:00
642832,2,6141,279,Venstre,2004-12-09 09:00:00
642833,1,6141,1730,Radikale Venstre,2004-12-09 09:00:00
642834,2,6141,662,Dansk Folkeparti,2004-12-09 09:00:00
642835,1,6141,666,Socialdemokratiet,2004-12-09 09:00:00
642836,2,6141,1115,Venstre,2004-12-09 09:00:00
642837,2,6141,1829,Venstre,2004-12-09 09:00:00
642838,1,6141,1804,Socialdemokratiet,2004-12-09 09:00:00
642839,1,6141,680,Radikale Venstre,2004-12-09 09:00:00
642840,2,6141,206,Venstre,2004-12-09 09:00:00
642841,2,6141,661,Uden for folketingsgrupperne,2004-12-09 09:00:00
642842,1,6141,172,Socialdemokratiet,2004-12-09 09:00:00
642843,2,6141,725,Venstre,2004-12-09 09:00:00
642844,1,6141,1353,Socialdemokratiet,2004-12-09 09:00:00
642845,2,6141,1757,Venstre,2004-12-09 09:00:00
642846,1,6141,1280,Socialdemokratiet,2004-12-09 09:00:00
642847,2,6141,1769,Dansk Folkeparti,2004-12-09 09:00:00
642848,1,6141,226,Socialdemokratiet,2004-12-09 09:00:00
642849,1,6141,1319,Socialdemokratiet,2004-12-09 09:00:00
642850,2,6141,182,Danmarksdemokraterne,2004-12-09 09:00:00
642851,2,6141,1761,Det Konservative Folkeparti,2004-12-09 09:00:00
642852,2,6141,1740,Dansk Folkeparti,2004-12-09 09:00:00
642853,1,6141,348,Socialistisk Folkeparti,2004-12-09 09:00:00
642854,1,6141,1767,Socialdemokratiet,2004-12-09 09:00:00
642855,1,6141,379,Socialistisk Folkeparti,2004-12-09 09:00:00
642856,1,6141,1250,Socialdemokratiet,2004-12-09 09:00:00
642857,2,6141,296,Venstre,2004-12-09 09:00:00
642858,1,6141,1822,Socialdemokratiet,2004-12-09 09:00:00
642859,2,6141,212,Venstre,2004-12-09 09:00:00
642860,2,6141,1791,Venstre,2004-12-09 09:00:00
642861,2,6141,1749,Venstre,2004-12-09 09:00:00
642862,1,6141,12,Socialdemokratiet,2004-12-09 09:00:00
642863,2,6141,1916,Det Konservative Folkeparti,2004-12-09 09:00:00
642864,1,6141,1747,Socialdemokratiet,2004-12-09 09:00:00
642865,2,6142,1891,Socialdemokratiet,2004-12-09 09:00:00
642866,2,6142,164,Venstre,2004-12-09 09:00:00
642867,2,6142,8319,,2004-12-09 09:00:00
642868,2,6142,126,Venstre,2004-12-09 09:00:00
642869,2,6142,351,Socialdemokratiet,2004-12-09 09:00:00
642870,2,6142,1881,Radikale Venstre,2004-12-09 09:00:00
642871,2,6142,1778,Socialdemokratiet,2004-12-09 09:00:00
642872,2,6142,149,Det Konservative Folkeparti,2004-12-09 09:00:00
642873,2,6142,350,Venstre,2004-12-09 09:00:00
642874,2,6142,1751,Socialdemokratiet,2004-12-09 09:00:00
642875,2,6142,49,Venstre,2004-12-09 09:00:00
642876,2,6142,1755,Dansk Folkeparti,2004-12-09 09:00:00
642877,2,6142,1886,Socialdemokratiet,2004-12-09 09:00:00
642878,2,6142,220,Socialdemokratiet,2004-12-09 09:00:00
642879,2,6142,183,Danmarksdemokraterne,2004-12-09 09:00:00
642880,2,6142,198,Socialistisk Folkeparti,2004-12-09 09:00:00
642881,2,6142,648,Det Konservative Folkeparti,2004-12-09 09:00:00
642882,2,6142,1325,Socialdemokratiet,2004-12-09 09:00:00
642883,2,6142,664,Uden for folketingsgrupperne,2004-12-09 09:00:00
642884,2,6142,77,Uden for folketingsgrupperne,2004-12-09 09:00:00
642885,2,6142,1885,Venstre,2004-12-09 09:00:00
642886,2,6142,1790,Venstre,2004-12-09 09:00:00
642887,2,6142,216,Dansk Folkeparti,2004-12-09 09:00:00
642888,2,6142,211,Dansk Folkeparti,2004-12-09 09:00:00
642889,2,6142,108,Det Konservative Folkeparti,2004-12-09 09:00:00
642890,2,6142,1805,Ny Alliance,2004-12-09 09:00:00
642891,2,6142,1746,Venstre,2004-12-09 09:00:00
642892,2,6142,1433,Dansk Folkeparti,2004-12-09 09:00:00
642893,2,6142,1623,,2004-12-09 09:00:00
642894,2,6142,138,Socialdemokratiet,2004-12-09 09:00:00
642895,2,6142,1256,Socialdemokratiet,2004-12-09 09:00:00
642896,2,6142,5593,,2004-12-09 09:00:00
642897,2,6142,265,Venstre,2004-12-09 09:00:00
642898,2,6142,7633,,2004-12-09 09:00:00
642899,2,6142,1444,Socialistisk Folkeparti,2004-12-09 09:00:00
642900,2,6142,1234,Socialistisk Folkeparti,2004-12-09 09:00:00
642901,2,6142,364,Venstre,2004-12-09 09:00:00
642902,2,6142,660,Venstre,2004-12-09 09:00:00
642903,2,6142,1461,Venstre,2004-12-09 09:00:00
642904,2,6142,920,Socialdemokratiet,2004-12-09 09:00:00
642905,2,6142,1792,Venstre,2004-12-09 09:00:00
642906,2,6142,1773,Socialdemokratiet,2004-12-09 09:00:00
642907,2,6142,1850,Det Konservative Folkeparti,2004-12-09 09:00:00
642908,2,6142,1815,Dansk Folkeparti,2004-12-09 09:00:00
642909,2,6142,1912,Radikale Venstre,2004-12-09 09:00:00
642910,2,6142,668,Uden for folketingsgrupperne,2004-12-09 09:00:00
642911,2,6142,1823,Det Konservative Folkeparti,2004-12-09 09:00:00
642912,2,6142,280,Socialdemokratiet,2004-12-09 09:00:00
642913,2,6142,1777,Dansk Folkeparti,2004-12-09 09:00:00
642914,2,6142,235,Socialdemokratiet,2004-12-09 09:00:00
642915,2,6142,1745,Venstre,2004-12-09 09:00:00
642916,2,6142,676,Dansk Folkeparti,2004-12-09 09:00:00
642917,2,6142,1431,Dansk Folkeparti,2004-12-09 09:00:00
642918,2,6142,679,Socialdemokratiet,2004-12-09 09:00:00
642919,2,6142,1811,Venstre,2004-12-09 09:00:00
642920,2,6142,1818,Venstre,2004-12-09 09:00:00
642921,2,6142,28,Socialdemokratiet,2004-12-09 09:00:00
642922,2,6142,1817,Venstre,2004-12-09 09:00:00
642923,2,6142,386,Socialdemokratiet,2004-12-09 09:00:00
642924,2,6142,1771,Dansk Folkeparti,2004-12-09 09:00:00
642925,2,6142,1814,Venstre,2004-12-09 09:00:00
642926,2,6142,257,Socialdemokratiet,2004-12-09 09:00:00
642927,2,6142,217,Venstre,2004-12-09 09:00:00
642928,2,6142,1831,Dansk Folkeparti,2004-12-09 09:00:00
642929,2,6142,646,Venstre,2004-12-09 09:00:00
642930,2,6142,951,Socialdemokratiet,2004-12-09 09:00:00
642931,2,6142,645,Venstre,2004-12-09 09:00:00
642932,2,6142,1880,Socialdemokratiet,2004-12-09 09:00:00
642933,2,6142,245,Liberal Alliance,2004-12-09 09:00:00
642934,2,6142,1760,Venstre,2004-12-09 09:00:00
642935,2,6142,1023,Socialdemokratiet,2004-12-09 09:00:00
642936,2,6142,279,Venstre,2004-12-09 09:00:00
642937,2,6142,1730,Radikale Venstre,2004-12-09 09:00:00
642938,2,6142,662,Dansk Folkeparti,2004-12-09 09:00:00
642939,2,6142,666,Socialdemokratiet,2004-12-09 09:00:00
642940,2,6142,1115,Venstre,2004-12-09 09:00:00
642941,1,6142,1219,Kristendemokraterne,2004-12-09 09:00:00
642942,2,6142,1829,Venstre,2004-12-09 09:00:00
642943,2,6142,1804,Socialdemokratiet,2004-12-09 09:00:00
642944,2,6142,680,Radikale Venstre,2004-12-09 09:00:00
642945,2,6142,206,Venstre,2004-12-09 09:00:00
642946,2,6142,661,Uden for folketingsgrupperne,2004-12-09 09:00:00
642947,1,6142,172,Socialdemokratiet,2004-12-09 09:00:00
642948,2,6142,725,Venstre,2004-12-09 09:00:00
642949,2,6142,1757,Venstre,2004-12-09 09:00:00
642950,2,6142,1280,Socialdemokratiet,2004-12-09 09:00:00
642951,2,6142,1769,Dansk Folkeparti,2004-12-09 09:00:00
642952,2,6142,226,Socialdemokratiet,2004-12-09 09:00:00
642953,2,6142,1319,Socialdemokratiet,2004-12-09 09:00:00
642954,2,6142,182,Danmarksdemokraterne,2004-12-09 09:00:00
642955,2,6142,1761,Det Konservative Folkeparti,2004-12-09 09:00:00
642956,2,6142,1740,Dansk Folkeparti,2004-12-09 09:00:00
642957,2,6142,348,Socialistisk Folkeparti,2004-12-09 09:00:00
642958,2,6142,1767,Socialdemokratiet,2004-12-09 09:00:00
642959,2,6142,379,Socialistisk Folkeparti,2004-12-09 09:00:00
642960,2,6142,1250,Socialdemokratiet,2004-12-09 09:00:00
642961,2,6142,296,Venstre,2004-12-09 09:00:00
642962,2,6142,1822,Socialdemokratiet,2004-12-09 09:00:00
642963,2,6142,212,Venstre,2004-12-09 09:00:00
642964,2,6142,1791,Venstre,2004-12-09 09:00:00
642965,2,6142,1749,Venstre,2004-12-09 09:00:00
642966,1,6142,1558,Kristeligt Folkeparti,2004-12-09 09:00:00
642967,2,6142,12,Socialdemokratiet,2004-12-09 09:00:00
642968,2,6142,1916,Det Konservative Folkeparti,2004-12-09 09:00:00
642969,2,6142,1747,Socialdemokratiet,2004-12-09 09:00:00
642970,1,6143,1891,Socialdemokratiet,2004-12-09 09:00:00
642971,1,6143,164,Venstre,2004-12-09 09:00:00
642972,1,6143,8319,,2004-12-09 09:00:00
642973,1,6143,126,Venstre,2004-12-09 09:00:00
642974,1,6143,351,Socialdemokratiet,2004-12-09 09:00:00
642975,1,6143,1881,Radikale Venstre,2004-12-09 09:00:00
642976,1,6143,1778,Socialdemokratiet,2004-12-09 09:00:00
642977,1,6143,149,Det Konservative Folkeparti,2004-12-09 09:00:00
642978,1,6143,350,Venstre,2004-12-09 09:00:00
642979,1,6143,1751,Socialdemokratiet,2004-12-09 09:00:00
642980,1,6143,49,Venstre,2004-12-09 09:00:00
642981,1,6143,1755,Dansk Folkeparti,2004-12-09 09:00:00
642982,1,6143,1886,Socialdemokratiet,2004-12-09 09:00:00
642983,1,6143,220,Socialdemokratiet,2004-12-09 09:00:00
642984,1,6143,183,Danmarksdemokraterne,2004-12-09 09:00:00
642985,1,6143,198,Socialistisk Folkeparti,2004-12-09 09:00:00
642986,1,6143,648,Det Konservative Folkeparti,2004-12-09 09:00:00
642987,1,6143,1325,Socialdemokratiet,2004-12-09 09:00:00
642988,1,6143,664,Uden for folketingsgrupperne,2004-12-09 09:00:00
642989,1,6143,77,Uden for folketingsgrupperne,2004-12-09 09:00:00
642990,1,6143,1885,Venstre,2004-12-09 09:00:00
642991,1,6143,1790,Venstre,2004-12-09 09:00:00
642992,1,6143,216,Dansk Folkeparti,2004-12-09 09:00:00
642993,1,6143,211,Dansk Folkeparti,2004-12-09 09:00:00
642994,1,6143,108,Det Konservative Folkeparti,2004-12-09 09:00:00
642995,1,6143,1805,Ny Alliance,2004-12-09 09:00:00
642996,1,6143,1746,Venstre,2004-12-09 09:00:00
642997,1,6143,1433,Dansk Folkeparti,2004-12-09 09:00:00
642998,1,6143,1623,,2004-12-09 09:00:00
642999,1,6143,138,Socialdemokratiet,2004-12-09 09:00:00
643000,1,6143,1256,Socialdemokratiet,2004-12-09 09:00:00
643001,1,6143,5593,,2004-12-09 09:00:00
643002,1,6143,265,Venstre,2004-12-09 09:00:00
643003,1,6143,7633,,2004-12-09 09:00:00
643004,1,6143,1444,Socialistisk Folkeparti,2004-12-09 09:00:00
643005,1,6143,1234,Socialistisk Folkeparti,2004-12-09 09:00:00
643006,1,6143,364,Venstre,2004-12-09 09:00:00
643007,1,6143,660,Venstre,2004-12-09 09:00:00
643008,1,6143,1461,Venstre,2004-12-09 09:00:00
643009,1,6143,920,Socialdemokratiet,2004-12-09 09:00:00
643010,1,6143,1792,Venstre,2004-12-09 09:00:00
643011,1,6143,1773,Socialdemokratiet,2004-12-09 09:00:00
643012,1,6143,1850,Det Konservative Folkeparti,2004-12-09 09:00:00
643013,1,6143,1815,Dansk Folkeparti,2004-12-09 09:00:00
643014,1,6143,1912,Radikale Venstre,2004-12-09 09:00:00
643015,1,6143,668,Uden for folketingsgrupperne,2004-12-09 09:00:00
643016,1,6143,1823,Det Konservative Folkeparti,2004-12-09 09:00:00
643017,1,6143,280,Socialdemokratiet,2004-12-09 09:00:00
643018,1,6143,1777,Dansk Folkeparti,2004-12-09 09:00:00
643019,1,6143,235,Socialdemokratiet,2004-12-09 09:00:00
643020,1,6143,1745,Venstre,2004-12-09 09:00:00
643021,1,6143,676,Dansk Folkeparti,2004-12-09 09:00:00
643022,1,6143,1431,Dansk Folkeparti,2004-12-09 09:00:00
643023,1,6143,679,Socialdemokratiet,2004-12-09 09:00:00
643024,1,6143,1811,Venstre,2004-12-09 09:00:00
643025,1,6143,1818,Venstre,2004-12-09 09:00:00
643026,1,6143,28,Socialdemokratiet,2004-12-09 09:00:00
643027,1,6143,1817,Venstre,2004-12-09 09:00:00
643028,1,6143,386,Socialdemokratiet,2004-12-09 09:00:00
643029,1,6143,1771,Dansk Folkeparti,2004-12-09 09:00:00
643030,1,6143,1814,Venstre,2004-12-09 09:00:00
643031,1,6143,257,Socialdemokratiet,2004-12-09 09:00:00
643032,1,6143,217,Venstre,2004-12-09 09:00:00
643033,1,6143,1831,Dansk Folkeparti,2004-12-09 09:00:00
643034,1,6143,646,Venstre,2004-12-09 09:00:00
643035,1,6143,951,Socialdemokratiet,2004-12-09 09:00:00
643036,1,6143,645,Venstre,2004-12-09 09:00:00
643037,1,6143,1880,Socialdemokratiet,2004-12-09 09:00:00
643038,1,6143,245,Liberal Alliance,2004-12-09 09:00:00
643039,1,6143,1760,Venstre,2004-12-09 09:00:00
643040,1,6143,1023,Socialdemokratiet,2004-12-09 09:00:00
643041,1,6143,279,Venstre,2004-12-09 09:00:00
643042,1,6143,1730,Radikale Venstre,2004-12-09 09:00:00
643043,1,6143,662,Dansk Folkeparti,2004-12-09 09:00:00
643044,1,6143,666,Socialdemokratiet,2004-12-09 09:00:00
643045,1,6143,1115,Venstre,2004-12-09 09:00:00
643046,1,6143,1219,Kristendemokraterne,2004-12-09 09:00:00
643047,1,6143,1829,Venstre,2004-12-09 09:00:00
643048,1,6143,1804,Socialdemokratiet,2004-12-09 09:00:00
643049,1,6143,680,Radikale Venstre,2004-12-09 09:00:00
643050,1,6143,206,Venstre,2004-12-09 09:00:00
643051,1,6143,661,Uden for folketingsgrupperne,2004-12-09 09:00:00
643052,1,6143,172,Socialdemokratiet,2004-12-09 09:00:00
643053,1,6143,725,Venstre,2004-12-09 09:00:00
643054,1,6143,1353,Socialdemokratiet,2004-12-09 09:00:00
643055,1,6143,1757,Venstre,2004-12-09 09:00:00
643056,1,6143,1280,Socialdemokratiet,2004-12-09 09:00:00
643057,1,6143,1769,Dansk Folkeparti,2004-12-09 09:00:00
643058,1,6143,226,Socialdemokratiet,2004-12-09 09:00:00
643059,1,6143,1319,Socialdemokratiet,2004-12-09 09:00:00
643060,1,6143,182,Danmarksdemokraterne,2004-12-09 09:00:00
643061,1,6143,1761,Det Konservative Folkeparti,2004-12-09 09:00:00
643062,1,6143,1740,Dansk Folkeparti,2004-12-09 09:00:00
643063,1,6143,348,Socialistisk Folkeparti,2004-12-09 09:00:00
643064,1,6143,1767,Socialdemokratiet,2004-12-09 09:00:00
643065,1,6143,379,Socialistisk Folkeparti,2004-12-09 09:00:00
643066,1,6143,1250,Socialdemokratiet,2004-12-09 09:00:00
643067,1,6143,296,Venstre,2004-12-09 09:00:00
643068,1,6143,1822,Socialdemokratiet,2004-12-09 09:00:00
643069,1,6143,212,Venstre,2004-12-09 09:00:00
643070,1,6143,1791,Venstre,2004-12-09 09:00:00
643071,1,6143,1749,Venstre,2004-12-09 09:00:00
643072,1,6143,1558,Kristeligt Folkeparti,2004-12-09 09:00:00
643073,1,6143,12,Socialdemokratiet,2004-12-09 09:00:00
643074,1,6143,1916,Det Konservative Folkeparti,2004-12-09 09:00:00
643075,1,6143,1747,Socialdemokratiet,2004-12-09 09:00:00
643076,1,6144,1891,Socialdemokratiet,2004-12-09 09:00:00
643077,2,6144,164,Venstre,2004-12-09 09:00:00
643078,1,6144,8319,,2004-12-09 09:00:00
643079,2,6144,126,Venstre,2004-12-09 09:00:00
643080,1,6144,351,Socialdemokratiet,2004-12-09 09:00:00
643081,1,6144,1778,Socialdemokratiet,2004-12-09 09:00:00
643082,2,6144,149,Det Konservative Folkeparti,2004-12-09 09:00:00
643083,2,6144,350,Venstre,2004-12-09 09:00:00
643084,1,6144,1751,Socialdemokratiet,2004-12-09 09:00:00
643085,2,6144,49,Venstre,2004-12-09 09:00:00
643086,2,6144,1755,Dansk Folkeparti,2004-12-09 09:00:00
643087,1,6144,1886,Socialdemokratiet,2004-12-09 09:00:00
643088,1,6144,220,Socialdemokratiet,2004-12-09 09:00:00
643089,2,6144,183,Danmarksdemokraterne,2004-12-09 09:00:00
643090,1,6144,198,Socialistisk Folkeparti,2004-12-09 09:00:00
643091,2,6144,648,Det Konservative Folkeparti,2004-12-09 09:00:00
643092,1,6144,1325,Socialdemokratiet,2004-12-09 09:00:00
643093,2,6144,664,Uden for folketingsgrupperne,2004-12-09 09:00:00
643094,2,6144,77,Uden for folketingsgrupperne,2004-12-09 09:00:00
643095,2,6144,1885,Venstre,2004-12-09 09:00:00
643096,2,6144,1790,Venstre,2004-12-09 09:00:00
643097,2,6144,216,Dansk Folkeparti,2004-12-09 09:00:00
643098,2,6144,211,Dansk Folkeparti,2004-12-09 09:00:00
643099,2,6144,108,Det Konservative Folkeparti,2004-12-09 09:00:00
643100,2,6144,1805,Ny Alliance,2004-12-09 09:00:00
643101,2,6144,1746,Venstre,2004-12-09 09:00:00
643102,2,6144,1433,Dansk Folkeparti,2004-12-09 09:00:00
643103,1,6144,1623,,2004-12-09 09:00:00
643104,1,6144,138,Socialdemokratiet,2004-12-09 09:00:00
643105,1,6144,1256,Socialdemokratiet,2004-12-09 09:00:00
643106,1,6144,5593,,2004-12-09 09:00:00
643107,2,6144,265,Venstre,2004-12-09 09:00:00
643108,1,6144,7633,,2004-12-09 09:00:00
643109,1,6144,1444,Socialistisk Folkeparti,2004-12-09 09:00:00
643110,1,6144,1234,Socialistisk Folkeparti,2004-12-09 09:00:00
643111,2,6144,364,Venstre,2004-12-09 09:00:00
643112,2,6144,660,Venstre,2004-12-09 09:00:00
643113,2,6144,1461,Venstre,2004-12-09 09:00:00
643114,1,6144,920,Socialdemokratiet,2004-12-09 09:00:00
643115,2,6144,1792,Venstre,2004-12-09 09:00:00
643116,1,6144,1773,Socialdemokratiet,2004-12-09 09:00:00
643117,2,6144,1850,Det Konservative Folkeparti,2004-12-09 09:00:00
643118,2,6144,1815,Dansk Folkeparti,2004-12-09 09:00:00
643119,2,6144,1823,Det Konservative Folkeparti,2004-12-09 09:00:00
643120,1,6144,280,Socialdemokratiet,2004-12-09 09:00:00
643121,2,6144,1777,Dansk Folkeparti,2004-12-09 09:00:00
643122,1,6144,235,Socialdemokratiet,2004-12-09 09:00:00
643123,2,6144,1745,Venstre,2004-12-09 09:00:00
643124,2,6144,676,Dansk Folkeparti,2004-12-09 09:00:00
643125,2,6144,1431,Dansk Folkeparti,2004-12-09 09:00:00
643126,1,6144,679,Socialdemokratiet,2004-12-09 09:00:00
643127,2,6144,1811,Venstre,2004-12-09 09:00:00
643128,2,6144,1818,Venstre,2004-12-09 09:00:00
643129,1,6144,28,Socialdemokratiet,2004-12-09 09:00:00
643130,2,6144,1817,Venstre,2004-12-09 09:00:00
643131,1,6144,386,Socialdemokratiet,2004-12-09 09:00:00
643132,2,6144,1771,Dansk Folkeparti,2004-12-09 09:00:00
643133,2,6144,1814,Venstre,2004-12-09 09:00:00
643134,1,6144,257,Socialdemokratiet,2004-12-09 09:00:00
643135,2,6144,217,Venstre,2004-12-09 09:00:00
643136,2,6144,1831,Dansk Folkeparti,2004-12-09 09:00:00
643137,2,6144,646,Venstre,2004-12-09 09:00:00
643138,1,6144,951,Socialdemokratiet,2004-12-09 09:00:00
643139,2,6144,645,Venstre,2004-12-09 09:00:00
643140,1,6144,1880,Socialdemokratiet,2004-12-09 09:00:00
643141,2,6144,245,Liberal Alliance,2004-12-09 09:00:00
643142,2,6144,1760,Venstre,2004-12-09 09:00:00
643143,1,6144,1023,Socialdemokratiet,2004-12-09 09:00:00
643144,2,6144,279,Venstre,2004-12-09 09:00:00
643145,2,6144,662,Dansk Folkeparti,2004-12-09 09:00:00
643146,1,6144,666,Socialdemokratiet,2004-12-09 09:00:00
643147,2,6144,1115,Venstre,2004-12-09 09:00:00
643148,2,6144,1829,Venstre,2004-12-09 09:00:00
643149,1,6144,1804,Socialdemokratiet,2004-12-09 09:00:00
643150,2,6144,206,Venstre,2004-12-09 09:00:00
643151,2,6144,661,Uden for folketingsgrupperne,2004-12-09 09:00:00
643152,1,6144,172,Socialdemokratiet,2004-12-09 09:00:00
643153,2,6144,725,Venstre,2004-12-09 09:00:00
643154,1,6144,1353,Socialdemokratiet,2004-12-09 09:00:00
643155,2,6144,1757,Venstre,2004-12-09 09:00:00
643156,1,6144,1280,Socialdemokratiet,2004-12-09 09:00:00
643157,2,6144,1769,Dansk Folkeparti,2004-12-09 09:00:00
643158,1,6144,226,Socialdemokratiet,2004-12-09 09:00:00
643159,1,6144,1319,Socialdemokratiet,2004-12-09 09:00:00
643160,2,6144,182,Danmarksdemokraterne,2004-12-09 09:00:00
643161,2,6144,1761,Det Konservative Folkeparti,2004-12-09 09:00:00
643162,2,6144,1740,Dansk Folkeparti,2004-12-09 09:00:00
643163,1,6144,348,Socialistisk Folkeparti,2004-12-09 09:00:00
643164,1,6144,1767,Socialdemokratiet,2004-12-09 09:00:00
643165,1,6144,379,Socialistisk Folkeparti,2004-12-09 09:00:00
643166,1,6144,1250,Socialdemokratiet,2004-12-09 09:00:00
643167,2,6144,296,Venstre,2004-12-09 09:00:00
643168,1,6144,1822,Socialdemokratiet,2004-12-09 09:00:00
643169,2,6144,212,Venstre,2004-12-09 09:00:00
643170,2,6144,1791,Venstre,2004-12-09 09:00:00
643171,2,6144,1749,Venstre,2004-12-09 09:00:00
643172,1,6144,12,Socialdemokratiet,2004-12-09 09:00:00
