Unnamed: 0,typeid_x,afstemningid,aktørid,party,dato
631502,2,6026,226,Socialdemokratiet,2004-12-16 10:00:00
631503,1,6026,1319,Socialdemokratiet,2004-12-16 10:00:00
631504,1,6026,182,Danmarksdemokraterne,2004-12-16 10:00:00
631505,1,6026,3042,,2004-12-16 10:00:00
631506,1,6026,1740,Dansk Folkeparti,2004-12-16 10:00:00
631507,1,6026,1767,Socialdemokratiet,2004-12-16 10:00:00
631508,1,6026,1094,Socialdemokratiet,2004-12-16 10:00:00
631509,2,6026,379,Socialistisk Folkeparti,2004-12-16 10:00:00
631510,1,6026,1250,Socialdemokratiet,2004-12-16 10:00:00
631511,1,6026,296,Venstre,2004-12-16 10:00:00
631512,1,6026,1822,Socialdemokratiet,2004-12-16 10:00:00
631513,1,6026,1791,Venstre,2004-12-16 10:00:00
631514,1,6026,1916,Det Konservative Folkeparti,2004-12-16 10:00:00
631515,1,6026,1774,Venstre,2004-12-16 10:00:00
631516,1,6026,1747,Socialdemokratiet,2004-12-16 10:00:00
631517,1,6027,1793,Enhedslisten,2004-12-16 10:00:00
631518,1,6027,164,Venstre,2004-12-16 10:00:00
631519,1,6027,8319,,2004-12-16 10:00:00
631520,1,6027,126,Venstre,2004-12-16 10:00:00
631521,1,6027,258,Socialdemokratiet,2004-12-16 10:00:00
631522,1,6027,647,Venstre,2004-12-16 10:00:00
631523,1,6027,1778,Socialdemokratiet,2004-12-16 10:00:00
631524,1,6027,149,Det Konservative Folkeparti,2004-12-16 10:00:00
631525,1,6027,1751,Socialdemokratiet,2004-12-16 10:00:00
631526,1,6027,1455,Socialdemokratiet,2004-12-16 10:00:00
631527,1,6027,49,Venstre,2004-12-16 10:00:00
631528,1,6027,1755,Dansk Folkeparti,2004-12-16 10:00:00
631529,1,6027,1821,Venstre,2004-12-16 10:00:00
631530,1,6027,1886,Socialdemokratiet,2004-12-16 10:00:00
631531,1,6027,220,Socialdemokratiet,2004-12-16 10:00:00
631532,1,6027,183,Danmarksdemokraterne,2004-12-16 10:00:00
631533,1,6027,648,Det Konservative Folkeparti,2004-12-16 10:00:00
631534,1,6027,94,Venstre,2004-12-16 10:00:00
631535,1,6027,1885,Venstre,2004-12-16 10:00:00
631536,1,6027,1371,Dansk Folkeparti,2004-12-16 10:00:00
631537,1,6027,1790,Venstre,2004-12-16 10:00:00
631538,1,6027,216,Dansk Folkeparti,2004-12-16 10:00:00
631539,1,6027,108,Det Konservative Folkeparti,2004-12-16 10:00:00
631540,1,6027,1805,Ny Alliance,2004-12-16 10:00:00
631541,1,6027,131,Det Konservative Folkeparti,2004-12-16 10:00:00
631542,1,6027,1746,Venstre,2004-12-16 10:00:00
631543,1,6027,1433,Dansk Folkeparti,2004-12-16 10:00:00
631544,1,6027,1623,,2004-12-16 10:00:00
631545,1,6027,138,Socialdemokratiet,2004-12-16 10:00:00
631546,1,6027,1047,Uden for folketingsgrupperne,2004-12-16 10:00:00
631547,1,6027,794,Socialistisk Folkeparti,2004-12-16 10:00:00
631548,1,6027,1911,Socialdemokratiet,2004-12-16 10:00:00
631549,1,6027,1256,Socialdemokratiet,2004-12-16 10:00:00
631550,1,6027,1731,Det Konservative Folkeparti,2004-12-16 10:00:00
631551,1,6027,1444,Socialistisk Folkeparti,2004-12-16 10:00:00
631552,1,6027,1718,Venstre,2004-12-16 10:00:00
631553,1,6027,1234,Socialistisk Folkeparti,2004-12-16 10:00:00
631554,1,6027,364,Venstre,2004-12-16 10:00:00
631555,1,6027,678,Socialdemokratiet,2004-12-16 10:00:00
631556,1,6027,920,Socialdemokratiet,2004-12-16 10:00:00
631557,1,6027,1792,Venstre,2004-12-16 10:00:00
631558,1,6027,652,Socialdemokratiet,2004-12-16 10:00:00
631559,1,6027,1850,Det Konservative Folkeparti,2004-12-16 10:00:00
631560,1,6027,1815,Dansk Folkeparti,2004-12-16 10:00:00
631561,1,6027,1912,Radikale Venstre,2004-12-16 10:00:00
631562,1,6027,1447,Socialdemokratiet,2004-12-16 10:00:00
631563,1,6027,668,Uden for folketingsgrupperne,2004-12-16 10:00:00
631564,1,6027,1844,Venstre,2004-12-16 10:00:00
631565,1,6027,1739,Venstre,2004-12-16 10:00:00
631566,1,6027,1557,Kristeligt Folkeparti,2004-12-16 10:00:00
631567,1,6027,676,Dansk Folkeparti,2004-12-16 10:00:00
631568,1,6027,1431,Dansk Folkeparti,2004-12-16 10:00:00
631569,1,6027,679,Socialdemokratiet,2004-12-16 10:00:00
631570,1,6027,677,Dansk Folkeparti,2004-12-16 10:00:00
631571,1,6027,1811,Venstre,2004-12-16 10:00:00
631572,1,6027,1818,Venstre,2004-12-16 10:00:00
631573,1,6027,64,Venstre,2004-12-16 10:00:00
631574,1,6027,28,Socialdemokratiet,2004-12-16 10:00:00
631575,1,6027,1817,Venstre,2004-12-16 10:00:00
631576,1,6027,657,Venstre,2004-12-16 10:00:00
631577,1,6027,386,Socialdemokratiet,2004-12-16 10:00:00
631578,1,6027,1771,Dansk Folkeparti,2004-12-16 10:00:00
631579,1,6027,257,Socialdemokratiet,2004-12-16 10:00:00
631580,1,6027,217,Venstre,2004-12-16 10:00:00
631581,1,6027,1831,Dansk Folkeparti,2004-12-16 10:00:00
631582,1,6027,646,Venstre,2004-12-16 10:00:00
631583,1,6027,951,Socialdemokratiet,2004-12-16 10:00:00
631584,1,6027,645,Venstre,2004-12-16 10:00:00
631585,1,6027,1880,Socialdemokratiet,2004-12-16 10:00:00
631586,1,6027,83,Det Konservative Folkeparti,2004-12-16 10:00:00
631587,1,6027,1879,Socialdemokratiet,2004-12-16 10:00:00
631588,1,6027,245,Liberal Alliance,2004-12-16 10:00:00
631589,1,6027,1760,Venstre,2004-12-16 10:00:00
631590,1,6027,1770,Socialdemokratiet,2004-12-16 10:00:00
631591,1,6027,1830,Socialdemokratiet,2004-12-16 10:00:00
631592,1,6027,665,Det Konservative Folkeparti,2004-12-16 10:00:00
631593,1,6027,279,Venstre,2004-12-16 10:00:00
631594,1,6027,193,Venstre,2004-12-16 10:00:00
631595,1,6027,666,Socialdemokratiet,2004-12-16 10:00:00
631596,1,6027,1115,Venstre,2004-12-16 10:00:00
631597,1,6027,671,Radikale Venstre,2004-12-16 10:00:00
631598,1,6027,206,Venstre,2004-12-16 10:00:00
631599,1,6027,661,Uden for folketingsgrupperne,2004-12-16 10:00:00
631600,1,6027,1353,Socialdemokratiet,2004-12-16 10:00:00
631601,1,6027,1768,Socialdemokratiet,2004-12-16 10:00:00
631602,1,6027,675,Venstre,2004-12-16 10:00:00
631603,1,6027,1757,Venstre,2004-12-16 10:00:00
631604,1,6027,1556,Kristeligt Folkeparti,2004-12-16 10:00:00
631605,1,6027,48,Danmarksdemokraterne,2004-12-16 10:00:00
631606,1,6027,226,Socialdemokratiet,2004-12-16 10:00:00
631607,1,6027,1319,Socialdemokratiet,2004-12-16 10:00:00
631608,1,6027,182,Danmarksdemokraterne,2004-12-16 10:00:00
631609,1,6027,3042,,2004-12-16 10:00:00
631610,1,6027,1740,Dansk Folkeparti,2004-12-16 10:00:00
631611,1,6027,348,Socialistisk Folkeparti,2004-12-16 10:00:00
631612,1,6027,1767,Socialdemokratiet,2004-12-16 10:00:00
631613,1,6027,1094,Socialdemokratiet,2004-12-16 10:00:00
631614,1,6027,1250,Socialdemokratiet,2004-12-16 10:00:00
631615,1,6027,296,Venstre,2004-12-16 10:00:00
631616,1,6027,1822,Socialdemokratiet,2004-12-16 10:00:00
631617,1,6027,1791,Venstre,2004-12-16 10:00:00
631618,1,6027,1916,Det Konservative Folkeparti,2004-12-16 10:00:00
631619,1,6027,1747,Socialdemokratiet,2004-12-16 10:00:00
631620,2,6028,1886,Socialdemokratiet,2004-12-16 10:00:00
631621,2,6028,220,Socialdemokratiet,2004-12-16 10:00:00
631622,1,6028,183,Danmarksdemokraterne,2004-12-16 10:00:00
631623,1,6028,648,Det Konservative Folkeparti,2004-12-16 10:00:00
631624,1,6028,94,Venstre,2004-12-16 10:00:00
631625,1,6028,664,Uden for folketingsgrupperne,2004-12-16 10:00:00
631626,1,6028,1885,Venstre,2004-12-16 10:00:00
631627,1,6028,1371,Dansk Folkeparti,2004-12-16 10:00:00
631628,1,6028,1790,Venstre,2004-12-16 10:00:00
631629,1,6028,216,Dansk Folkeparti,2004-12-16 10:00:00
631630,1,6028,108,Det Konservative Folkeparti,2004-12-16 10:00:00
631631,1,6028,1805,Ny Alliance,2004-12-16 10:00:00
631632,1,6028,131,Det Konservative Folkeparti,2004-12-16 10:00:00
631633,1,6028,1746,Venstre,2004-12-16 10:00:00
631634,1,6028,1433,Dansk Folkeparti,2004-12-16 10:00:00
631635,2,6028,1623,,2004-12-16 10:00:00
631636,2,6028,138,Socialdemokratiet,2004-12-16 10:00:00
631637,1,6028,1047,Uden for folketingsgrupperne,2004-12-16 10:00:00
631638,2,6028,794,Socialistisk Folkeparti,2004-12-16 10:00:00
631639,2,6028,1911,Socialdemokratiet,2004-12-16 10:00:00
631640,2,6028,1256,Socialdemokratiet,2004-12-16 10:00:00
631641,1,6028,1821,Venstre,2004-12-16 10:00:00
631642,1,6028,1755,Dansk Folkeparti,2004-12-16 10:00:00
631643,1,6028,49,Venstre,2004-12-16 10:00:00
631644,2,6028,1455,Socialdemokratiet,2004-12-16 10:00:00
631645,2,6028,1751,Socialdemokratiet,2004-12-16 10:00:00
631646,1,6028,149,Det Konservative Folkeparti,2004-12-16 10:00:00
631647,2,6028,1778,Socialdemokratiet,2004-12-16 10:00:00
631648,1,6028,647,Venstre,2004-12-16 10:00:00
631649,2,6028,258,Socialdemokratiet,2004-12-16 10:00:00
631650,1,6028,126,Venstre,2004-12-16 10:00:00
631651,2,6028,8319,,2004-12-16 10:00:00
631652,2,6028,1793,Enhedslisten,2004-12-16 10:00:00
631653,2,6028,1444,Socialistisk Folkeparti,2004-12-16 10:00:00
631654,1,6028,1718,Venstre,2004-12-16 10:00:00
631655,2,6028,1234,Socialistisk Folkeparti,2004-12-16 10:00:00
631656,1,6028,364,Venstre,2004-12-16 10:00:00
631657,1,6028,660,Venstre,2004-12-16 10:00:00
631658,2,6028,678,Socialdemokratiet,2004-12-16 10:00:00
631659,2,6028,920,Socialdemokratiet,2004-12-16 10:00:00
631660,1,6028,1792,Venstre,2004-12-16 10:00:00
631661,2,6028,652,Socialdemokratiet,2004-12-16 10:00:00
631662,1,6028,1850,Det Konservative Folkeparti,2004-12-16 10:00:00
631663,1,6028,1815,Dansk Folkeparti,2004-12-16 10:00:00
631664,2,6028,1912,Radikale Venstre,2004-12-16 10:00:00
631665,2,6028,1447,Socialdemokratiet,2004-12-16 10:00:00
631666,2,6028,668,Uden for folketingsgrupperne,2004-12-16 10:00:00
631667,1,6028,1844,Venstre,2004-12-16 10:00:00
631668,1,6028,1823,Det Konservative Folkeparti,2004-12-16 10:00:00
631669,1,6028,252,Dansk Folkeparti,2004-12-16 10:00:00
631670,2,6028,280,Socialdemokratiet,2004-12-16 10:00:00
631671,1,6028,1739,Venstre,2004-12-16 10:00:00
631672,1,6028,1557,Kristeligt Folkeparti,2004-12-16 10:00:00
631673,1,6028,676,Dansk Folkeparti,2004-12-16 10:00:00
631674,1,6028,1431,Dansk Folkeparti,2004-12-16 10:00:00
631675,2,6028,679,Socialdemokratiet,2004-12-16 10:00:00
631676,1,6028,1818,Venstre,2004-12-16 10:00:00
631677,1,6028,64,Venstre,2004-12-16 10:00:00
631678,2,6028,28,Socialdemokratiet,2004-12-16 10:00:00
631679,1,6028,1817,Venstre,2004-12-16 10:00:00
631680,2,6028,386,Socialdemokratiet,2004-12-16 10:00:00
631681,1,6028,1771,Dansk Folkeparti,2004-12-16 10:00:00
631682,2,6028,257,Socialdemokratiet,2004-12-16 10:00:00
631683,1,6028,217,Venstre,2004-12-16 10:00:00
631684,1,6028,1831,Dansk Folkeparti,2004-12-16 10:00:00
631685,1,6028,646,Venstre,2004-12-16 10:00:00
631686,2,6028,951,Socialdemokratiet,2004-12-16 10:00:00
631687,1,6028,645,Venstre,2004-12-16 10:00:00
631688,2,6028,1880,Socialdemokratiet,2004-12-16 10:00:00
631689,1,6028,83,Det Konservative Folkeparti,2004-12-16 10:00:00
631690,1,6028,245,Liberal Alliance,2004-12-16 10:00:00
631691,1,6028,1760,Venstre,2004-12-16 10:00:00
631692,2,6028,1770,Socialdemokratiet,2004-12-16 10:00:00
631693,2,6028,1830,Socialdemokratiet,2004-12-16 10:00:00
631694,1,6028,665,Det Konservative Folkeparti,2004-12-16 10:00:00
631695,1,6028,279,Venstre,2004-12-16 10:00:00
631696,2,6028,1730,Radikale Venstre,2004-12-16 10:00:00
631697,1,6028,193,Venstre,2004-12-16 10:00:00
631698,2,6028,666,Socialdemokratiet,2004-12-16 10:00:00
631699,1,6028,1115,Venstre,2004-12-16 10:00:00
631700,2,6028,671,Radikale Venstre,2004-12-16 10:00:00
631701,1,6028,206,Venstre,2004-12-16 10:00:00
631702,1,6028,661,Uden for folketingsgrupperne,2004-12-16 10:00:00
631703,2,6028,1353,Socialdemokratiet,2004-12-16 10:00:00
631704,1,6028,675,Venstre,2004-12-16 10:00:00
631705,1,6028,1757,Venstre,2004-12-16 10:00:00
631706,1,6028,1556,Kristeligt Folkeparti,2004-12-16 10:00:00
631707,2,6028,1319,Socialdemokratiet,2004-12-16 10:00:00
631708,1,6028,182,Danmarksdemokraterne,2004-12-16 10:00:00
631709,2,6028,3042,,2004-12-16 10:00:00
631710,1,6028,1740,Dansk Folkeparti,2004-12-16 10:00:00
631711,2,6028,348,Socialistisk Folkeparti,2004-12-16 10:00:00
631712,2,6028,1767,Socialdemokratiet,2004-12-16 10:00:00
631713,2,6028,1094,Socialdemokratiet,2004-12-16 10:00:00
631714,2,6028,379,Socialistisk Folkeparti,2004-12-16 10:00:00
631715,2,6028,1250,Socialdemokratiet,2004-12-16 10:00:00
631716,1,6028,296,Venstre,2004-12-16 10:00:00
631717,2,6028,1822,Socialdemokratiet,2004-12-16 10:00:00
631718,1,6028,1791,Venstre,2004-12-16 10:00:00
631719,1,6028,1916,Det Konservative Folkeparti,2004-12-16 10:00:00
631720,1,6028,1774,Venstre,2004-12-16 10:00:00
631721,2,6028,1747,Socialdemokratiet,2004-12-16 10:00:00
631722,2,6029,1793,Enhedslisten,2004-12-16 10:00:00
631723,2,6029,8319,,2004-12-16 10:00:00
631724,1,6029,126,Venstre,2004-12-16 10:00:00
631725,2,6029,258,Socialdemokratiet,2004-12-16 10:00:00
631726,1,6029,647,Venstre,2004-12-16 10:00:00
631727,2,6029,1778,Socialdemokratiet,2004-12-16 10:00:00
631728,1,6029,149,Det Konservative Folkeparti,2004-12-16 10:00:00
631729,2,6029,1751,Socialdemokratiet,2004-12-16 10:00:00
631730,2,6029,1455,Socialdemokratiet,2004-12-16 10:00:00
631731,1,6029,49,Venstre,2004-12-16 10:00:00
631732,1,6029,1755,Dansk Folkeparti,2004-12-16 10:00:00
631733,1,6029,1821,Venstre,2004-12-16 10:00:00
631734,2,6029,1886,Socialdemokratiet,2004-12-16 10:00:00
631735,2,6029,220,Socialdemokratiet,2004-12-16 10:00:00
631736,1,6029,183,Danmarksdemokraterne,2004-12-16 10:00:00
631737,1,6029,648,Det Konservative Folkeparti,2004-12-16 10:00:00
631738,1,6029,94,Venstre,2004-12-16 10:00:00
631739,1,6029,664,Uden for folketingsgrupperne,2004-12-16 10:00:00
631740,1,6029,1885,Venstre,2004-12-16 10:00:00
631741,1,6029,1371,Dansk Folkeparti,2004-12-16 10:00:00
631742,1,6029,1790,Venstre,2004-12-16 10:00:00
631743,1,6029,216,Dansk Folkeparti,2004-12-16 10:00:00
631744,1,6029,108,Det Konservative Folkeparti,2004-12-16 10:00:00
631745,1,6029,131,Det Konservative Folkeparti,2004-12-16 10:00:00
631746,1,6029,1746,Venstre,2004-12-16 10:00:00
631747,1,6029,1433,Dansk Folkeparti,2004-12-16 10:00:00
631748,2,6029,1623,,2004-12-16 10:00:00
631749,2,6029,138,Socialdemokratiet,2004-12-16 10:00:00
631750,1,6029,1047,Uden for folketingsgrupperne,2004-12-16 10:00:00
631751,2,6029,794,Socialistisk Folkeparti,2004-12-16 10:00:00
631752,2,6029,1911,Socialdemokratiet,2004-12-16 10:00:00
631753,2,6029,1256,Socialdemokratiet,2004-12-16 10:00:00
631754,2,6029,1444,Socialistisk Folkeparti,2004-12-16 10:00:00
631755,1,6029,1718,Venstre,2004-12-16 10:00:00
631756,2,6029,1234,Socialistisk Folkeparti,2004-12-16 10:00:00
631757,1,6029,364,Venstre,2004-12-16 10:00:00
631758,1,6029,660,Venstre,2004-12-16 10:00:00
631759,2,6029,678,Socialdemokratiet,2004-12-16 10:00:00
631760,2,6029,920,Socialdemokratiet,2004-12-16 10:00:00
631761,1,6029,1759,Det Konservative Folkeparti,2004-12-16 10:00:00
631762,1,6029,1792,Venstre,2004-12-16 10:00:00
631763,2,6029,652,Socialdemokratiet,2004-12-16 10:00:00
631764,1,6029,1850,Det Konservative Folkeparti,2004-12-16 10:00:00
631765,1,6029,1815,Dansk Folkeparti,2004-12-16 10:00:00
631766,1,6029,1912,Radikale Venstre,2004-12-16 10:00:00
631767,2,6029,1447,Socialdemokratiet,2004-12-16 10:00:00
631768,1,6029,668,Uden for folketingsgrupperne,2004-12-16 10:00:00
631769,1,6029,1844,Venstre,2004-12-16 10:00:00
631770,1,6029,1823,Det Konservative Folkeparti,2004-12-16 10:00:00
631771,1,6029,252,Dansk Folkeparti,2004-12-16 10:00:00
631772,2,6029,280,Socialdemokratiet,2004-12-16 10:00:00
631773,1,6029,1739,Venstre,2004-12-16 10:00:00
631774,2,6029,1557,Kristeligt Folkeparti,2004-12-16 10:00:00
631775,1,6029,676,Dansk Folkeparti,2004-12-16 10:00:00
631776,1,6029,1431,Dansk Folkeparti,2004-12-16 10:00:00
631777,2,6029,679,Socialdemokratiet,2004-12-16 10:00:00
631778,1,6029,677,Dansk Folkeparti,2004-12-16 10:00:00
631779,1,6029,1818,Venstre,2004-12-16 10:00:00
631780,1,6029,64,Venstre,2004-12-16 10:00:00
631781,2,6029,28,Socialdemokratiet,2004-12-16 10:00:00
631782,1,6029,1817,Venstre,2004-12-16 10:00:00
631783,1,6029,657,Venstre,2004-12-16 10:00:00
631784,2,6029,386,Socialdemokratiet,2004-12-16 10:00:00
631785,1,6029,1771,Dansk Folkeparti,2004-12-16 10:00:00
631786,2,6029,257,Socialdemokratiet,2004-12-16 10:00:00
631787,1,6029,217,Venstre,2004-12-16 10:00:00
631788,1,6029,1831,Dansk Folkeparti,2004-12-16 10:00:00
631789,1,6029,646,Venstre,2004-12-16 10:00:00
631790,2,6029,951,Socialdemokratiet,2004-12-16 10:00:00
631791,1,6029,645,Venstre,2004-12-16 10:00:00
631792,2,6029,1880,Socialdemokratiet,2004-12-16 10:00:00
631793,1,6029,83,Det Konservative Folkeparti,2004-12-16 10:00:00
631794,1,6029,245,Liberal Alliance,2004-12-16 10:00:00
631795,1,6029,1760,Venstre,2004-12-16 10:00:00
631796,2,6029,1770,Socialdemokratiet,2004-12-16 10:00:00
631797,2,6029,1830,Socialdemokratiet,2004-12-16 10:00:00
631798,1,6029,665,Det Konservative Folkeparti,2004-12-16 10:00:00
631799,1,6029,279,Venstre,2004-12-16 10:00:00
631800,1,6029,193,Venstre,2004-12-16 10:00:00
631801,2,6029,666,Socialdemokratiet,2004-12-16 10:00:00
631802,1,6029,1115,Venstre,2004-12-16 10:00:00
631803,1,6029,671,Radikale Venstre,2004-12-16 10:00:00
631804,1,6029,206,Venstre,2004-12-16 10:00:00
631805,1,6029,661,Uden for folketingsgrupperne,2004-12-16 10:00:00
631806,2,6029,1353,Socialdemokratiet,2004-12-16 10:00:00
631807,1,6029,675,Venstre,2004-12-16 10:00:00
631808,1,6029,1757,Venstre,2004-12-16 10:00:00
631809,2,6029,1556,Kristeligt Folkeparti,2004-12-16 10:00:00
631810,2,6029,1319,Socialdemokratiet,2004-12-16 10:00:00
631811,1,6029,182,Danmarksdemokraterne,2004-12-16 10:00:00
631812,2,6029,3042,,2004-12-16 10:00:00
631813,1,6029,1740,Dansk Folkeparti,2004-12-16 10:00:00
631814,2,6029,348,Socialistisk Folkeparti,2004-12-16 10:00:00
631815,2,6029,1767,Socialdemokratiet,2004-12-16 10:00:00
631816,2,6029,1094,Socialdemokratiet,2004-12-16 10:00:00
631817,2,6029,379,Socialistisk Folkeparti,2004-12-16 10:00:00
631818,2,6029,1250,Socialdemokratiet,2004-12-16 10:00:00
631819,1,6029,296,Venstre,2004-12-16 10:00:00
631820,2,6029,1822,Socialdemokratiet,2004-12-16 10:00:00
631821,1,6029,1791,Venstre,2004-12-16 10:00:00
631822,1,6029,1916,Det Konservative Folkeparti,2004-12-16 10:00:00
631823,1,6029,1774,Venstre,2004-12-16 10:00:00
631824,2,6029,1747,Socialdemokratiet,2004-12-16 10:00:00
631825,1,6030,1793,Enhedslisten,2004-12-16 10:00:00
631826,1,6030,183,Danmarksdemokraterne,2004-12-16 10:00:00
631827,1,6030,648,Det Konservative Folkeparti,2004-12-16 10:00:00
631828,1,6030,94,Venstre,2004-12-16 10:00:00
631829,1,6030,664,Uden for folketingsgrupperne,2004-12-16 10:00:00
631830,1,6030,1885,Venstre,2004-12-16 10:00:00
631831,1,6030,1371,Dansk Folkeparti,2004-12-16 10:00:00
631832,1,6030,1790,Venstre,2004-12-16 10:00:00
631833,1,6030,216,Dansk Folkeparti,2004-12-16 10:00:00
631834,1,6030,108,Det Konservative Folkeparti,2004-12-16 10:00:00
631835,1,6030,131,Det Konservative Folkeparti,2004-12-16 10:00:00
631836,1,6030,1746,Venstre,2004-12-16 10:00:00
631837,1,6030,1433,Dansk Folkeparti,2004-12-16 10:00:00
631838,1,6030,1623,,2004-12-16 10:00:00
631839,1,6030,138,Socialdemokratiet,2004-12-16 10:00:00
631840,1,6030,1047,Uden for folketingsgrupperne,2004-12-16 10:00:00
631841,1,6030,794,Socialistisk Folkeparti,2004-12-16 10:00:00
631842,1,6030,1911,Socialdemokratiet,2004-12-16 10:00:00
631843,1,6030,1256,Socialdemokratiet,2004-12-16 10:00:00
631844,1,6030,1731,Det Konservative Folkeparti,2004-12-16 10:00:00
631845,1,6030,1444,Socialistisk Folkeparti,2004-12-16 10:00:00
631846,1,6030,1718,Venstre,2004-12-16 10:00:00
631847,1,6030,220,Socialdemokratiet,2004-12-16 10:00:00
631848,1,6030,1886,Socialdemokratiet,2004-12-16 10:00:00
631849,1,6030,1821,Venstre,2004-12-16 10:00:00
631850,1,6030,1755,Dansk Folkeparti,2004-12-16 10:00:00
631851,1,6030,49,Venstre,2004-12-16 10:00:00
631852,1,6030,1455,Socialdemokratiet,2004-12-16 10:00:00
631853,1,6030,1751,Socialdemokratiet,2004-12-16 10:00:00
631854,1,6030,149,Det Konservative Folkeparti,2004-12-16 10:00:00
631855,1,6030,1778,Socialdemokratiet,2004-12-16 10:00:00
631856,1,6030,647,Venstre,2004-12-16 10:00:00
631857,1,6030,258,Socialdemokratiet,2004-12-16 10:00:00
631858,1,6030,126,Venstre,2004-12-16 10:00:00
631859,1,6030,8319,,2004-12-16 10:00:00
631860,1,6030,1234,Socialistisk Folkeparti,2004-12-16 10:00:00
631861,1,6030,364,Venstre,2004-12-16 10:00:00
631862,1,6030,660,Venstre,2004-12-16 10:00:00
631863,1,6030,678,Socialdemokratiet,2004-12-16 10:00:00
631864,1,6030,920,Socialdemokratiet,2004-12-16 10:00:00
631865,1,6030,1759,Det Konservative Folkeparti,2004-12-16 10:00:00
631866,1,6030,1792,Venstre,2004-12-16 10:00:00
631867,1,6030,652,Socialdemokratiet,2004-12-16 10:00:00
631868,1,6030,1850,Det Konservative Folkeparti,2004-12-16 10:00:00
631869,1,6030,1815,Dansk Folkeparti,2004-12-16 10:00:00
631870,1,6030,1912,Radikale Venstre,2004-12-16 10:00:00
631871,1,6030,1447,Socialdemokratiet,2004-12-16 10:00:00
631872,1,6030,1844,Venstre,2004-12-16 10:00:00
631873,1,6030,1823,Det Konservative Folkeparti,2004-12-16 10:00:00
631874,1,6030,252,Dansk Folkeparti,2004-12-16 10:00:00
631875,1,6030,280,Socialdemokratiet,2004-12-16 10:00:00
631876,1,6030,1739,Venstre,2004-12-16 10:00:00
631877,1,6030,1557,Kristeligt Folkeparti,2004-12-16 10:00:00
631878,1,6030,676,Dansk Folkeparti,2004-12-16 10:00:00
631879,1,6030,1431,Dansk Folkeparti,2004-12-16 10:00:00
631880,1,6030,679,Socialdemokratiet,2004-12-16 10:00:00
631881,1,6030,677,Dansk Folkeparti,2004-12-16 10:00:00
631882,1,6030,1818,Venstre,2004-12-16 10:00:00
631883,1,6030,64,Venstre,2004-12-16 10:00:00
631884,1,6030,28,Socialdemokratiet,2004-12-16 10:00:00
631885,1,6030,1817,Venstre,2004-12-16 10:00:00
631886,1,6030,657,Venstre,2004-12-16 10:00:00
631887,1,6030,386,Socialdemokratiet,2004-12-16 10:00:00
631888,1,6030,1771,Dansk Folkeparti,2004-12-16 10:00:00
631889,1,6030,257,Socialdemokratiet,2004-12-16 10:00:00
631890,1,6030,217,Venstre,2004-12-16 10:00:00
631891,1,6030,1831,Dansk Folkeparti,2004-12-16 10:00:00
631892,1,6030,646,Venstre,2004-12-16 10:00:00
631893,1,6030,951,Socialdemokratiet,2004-12-16 10:00:00
631894,1,6030,645,Venstre,2004-12-16 10:00:00
631895,1,6030,1880,Socialdemokratiet,2004-12-16 10:00:00
631896,1,6030,83,Det Konservative Folkeparti,2004-12-16 10:00:00
631897,1,6030,245,Liberal Alliance,2004-12-16 10:00:00
631898,1,6030,1760,Venstre,2004-12-16 10:00:00
631899,1,6030,1770,Socialdemokratiet,2004-12-16 10:00:00
631900,1,6030,1830,Socialdemokratiet,2004-12-16 10:00:00
631901,1,6030,279,Venstre,2004-12-16 10:00:00
631902,1,6030,1730,Radikale Venstre,2004-12-16 10:00:00
631903,1,6030,193,Venstre,2004-12-16 10:00:00
631904,1,6030,666,Socialdemokratiet,2004-12-16 10:00:00
631905,1,6030,1115,Venstre,2004-12-16 10:00:00
631906,1,6030,671,Radikale Venstre,2004-12-16 10:00:00
631907,1,6030,206,Venstre,2004-12-16 10:00:00
631908,1,6030,661,Uden for folketingsgrupperne,2004-12-16 10:00:00
631909,1,6030,1353,Socialdemokratiet,2004-12-16 10:00:00
631910,1,6030,675,Venstre,2004-12-16 10:00:00
631911,1,6030,1757,Venstre,2004-12-16 10:00:00
631912,1,6030,1556,Kristeligt Folkeparti,2004-12-16 10:00:00
631913,1,6030,1319,Socialdemokratiet,2004-12-16 10:00:00
631914,1,6030,182,Danmarksdemokraterne,2004-12-16 10:00:00
631915,1,6030,1740,Dansk Folkeparti,2004-12-16 10:00:00
631916,1,6030,348,Socialistisk Folkeparti,2004-12-16 10:00:00
631917,1,6030,1767,Socialdemokratiet,2004-12-16 10:00:00
631918,1,6030,1094,Socialdemokratiet,2004-12-16 10:00:00
631919,1,6030,1250,Socialdemokratiet,2004-12-16 10:00:00
631920,1,6030,296,Venstre,2004-12-16 10:00:00
631921,1,6030,1822,Socialdemokratiet,2004-12-16 10:00:00
631922,1,6030,1791,Venstre,2004-12-16 10:00:00
631923,1,6030,1916,Det Konservative Folkeparti,2004-12-16 10:00:00
631924,1,6030,1774,Venstre,2004-12-16 10:00:00
631925,1,6030,1747,Socialdemokratiet,2004-12-16 10:00:00
631926,1,6031,1793,Enhedslisten,2004-12-16 10:00:00
631927,1,6031,8319,,2004-12-16 10:00:00
631928,1,6031,126,Venstre,2004-12-16 10:00:00
631929,1,6031,258,Socialdemokratiet,2004-12-16 10:00:00
631930,1,6031,647,Venstre,2004-12-16 10:00:00
631931,1,6031,1778,Socialdemokratiet,2004-12-16 10:00:00
