congress,nominate,pca,mds,umap
095,2.8136385880274557,3.5448425565058863,0.8108155938976677,3.649692176508068
096,4.130222005894182,4.455390324952329,0.8248088116924507,5.06554283998863
097,3.509508265864756,1.9247674657288554,0.7241379958204408,4.5141801684437395
098,8.895562390429774,12.25650571532524,1.6212353787871026,14.354239894832928
099,26.83877273522547,31.985162200538202,4.060199070952383,42.65225989891636
100,32.82015944002657,36.8817524570905,6.573722635649762,51.323971676338836
101,16.036774989535612,14.880315556914798,4.081773382585229,25.2393325208624
102,12.089040475233375,13.362600506741,3.209131702420904,24.318952525264265
103,120.17622990583915,135.66308075135285,11.113673947023216,206.94946247431898
104,199.35872172209483,309.30649048959543,42.05980252379625,333.81046705856915
105,164.93647650709005,215.23041159706636,17.672300260943647,259.89810401377633
106,7.531297995258883,10.906269310829622,0.5417425258217314,12.78323461948222
107,8.702001871251998,12.165506921264361,0.18053249592636267,14.82014220288562
108,115.20643328723523,174.53418545757071,22.052563619798043,186.32169651126344
109,43.94883161221498,65.40030387868592,9.184295111598253,71.5660374980715
110,129.33156385769044,141.08404119770805,14.256314643257321,198.23649412785397
111,89.47649481469625,80.33555673079177,16.33789505187863,146.58245382054383
112,43.543696011499485,65.43378751894167,12.011211164673545,42.571877968590734
113,83.95152401918384,129.0847017510848,17.42352265943925,127.72734586206924
114,138.616039767146,205.8307262146029,20.248211916444834,205.47467895558395
115,35.53631719069299,39.43950948882725,4.006668251494991,49.4968593098546
116,11.212113623103155,12.410760538935273,2.0511655002414746,16.497023568081225
117,116.51520391528018,98.51448918036313,16.73865256955701,185.03023452746194
118,146.1378042272972,150.40899150995853,2.6969102688266746,227.8194897514422
