aktørid,pca_1,pca_2,mds_1,mds_2,umap_1,umap_2
647,9.585250629930659,9.4164999777999,-28.68466063317517,2.917753584323558,12.448897,8.131445
215,-2.102016461115513,-5.238005496069491,-22.03803697317317,22.078503354957174,-3.8689814,-5.2477026
856,-2.9766760076820953,-0.9972864932000345,30.36210846423067,-5.6752504630365515,-5.9185762,-6.502767
149,6.190323979846514,-3.3245950945941973,-25.947515287073813,7.3349676923702,13.597994,6.4211955
350,17.20709032122651,5.602131629743455,-24.674708204286706,-13.16169252971797,12.2104,7.472835
49,22.340996808917463,4.7620747356539,-21.148220074872267,-21.032301415377628,12.431609,7.4523787
183,22.956052505809954,3.6055920966361117,-19.205323077627455,-24.99112172434907,13.370167,8.203253
94,17.66390827209198,4.771928534712137,-26.72710487150825,-14.32751844125685,13.272333,7.7357397
3084,19.218033886456453,4.073534061031856,-21.093564872421883,-16.282707804887835,12.524541,8.227309
259,20.92877439325358,-8.795412396282426,-5.206203599198633,-30.064563764623944,13.541752,6.2729855
124,15.65826088876571,5.109748866071435,-24.173543986336668,-10.662104025544867,12.624805,7.325875
664,12.950688228160285,7.39602043622012,-28.54219560175071,-4.517915394607798,13.56195,7.773389
1618,23.101839648540263,3.315703531025524,-20.131335590096107,-24.2406406228657,13.196954,7.5721335
77,-15.572367236134797,10.449592916981576,20.036509770659126,21.969492238373604,-5.317691,-8.213227
211,21.453182807714146,4.2227711537665,-23.726184115135286,-18.964774073687853,12.592321,7.361847
3089,20.24700033885945,5.415704332607997,-17.797919333858676,-22.337549852475398,13.0386095,8.023307
34,4.795752601130393,-9.390192859556874,-18.76108590909648,0.6918936314224244,14.0251,5.78923
95,7.436769961430863,-2.318256360556993,12.151456248301704,-20.225135919612292,-3.6608274,-4.4750857
265,-7.86717447376458,12.348606725869049,-12.537950464768388,25.587637620593124,-5.0270696,-8.6064415
1444,3.0956038828812775,-12.65395612673219,21.987387124585556,-17.167948785021224,-4.162127,-4.891015
70,21.63072891414294,4.546453275363008,-24.639245253255826,-19.639568117513743,13.59658,7.690846
2103,12.255075137793083,-10.56033448612541,8.629802564912998,-28.789265831563213,13.489679,6.4609303
1883,-0.5823563522360605,0.8021559614848675,-18.76104170410658,17.191737829186117,-3.531932,-4.496005
660,7.445569069777384,8.346715161637855,-27.46271015358937,5.96654225382058,12.228832,7.508769
1461,1.516980822840363,0.8936638166071984,23.59058065609262,-16.429774451809696,13.052912,6.077848
