congress,pca,mds,umap
01_05,2.172913471598506,0.78857461952556,2.599467829015043
05_07,2.345637562596764,0.7586887001377033,4.12007118280681
07_11,0.9816322524786706,0.6591518098087878,1.5060394222038491
11_15,0.8483356911507065,0.6223451785281021,0.9091969885826232
15_19,1.6356077548296473,0.9198370707339997,2.046893045875298
19_22,0.8582695468782043,0.6515521886730647,0.9930820501851905
