aktørid,pca_1,pca_2,mds_1,mds_2,umap_1,umap_2
220,8.430533732840912,3.3448985965231786,-0.018397021923759953,0.20576118126728685,6.355819,1.7002008
121,-11.197282387639245,-2.119409258924641,0.4746134597423669,0.09773271398045097,13.695673,-2.49075
93,8.082050895358192,12.247812834528226,-0.11215850764971101,0.19808138686867022,8.2962,3.1826642
120,10.49743610176335,1.5229362220642388,-0.11616882675807881,-0.07555109969383236,5.704117,3.0025363
34,8.438017526572965,2.2125621102683297,-0.14978878297272713,-0.06414340877315698,9.107846,1.7816654
197,-23.437518281743458,0.9941851913276459,-0.4323608097779393,-0.7381278175258715,12.728157,-2.3288782
1146,-0.8762521998135098,-5.807697326049274,0.2295778447374346,-0.19626047191025314,9.438476,1.1131232
244,11.622199114971322,13.44838058331807,-0.16555345340474087,0.09988075376689594,7.7624393,3.9079218
273,23.499179890521468,4.933405420739664,-0.016560660456282454,0.03771567787168307,7.148147,2.9015865
199,-6.703249073177993,1.963719211836608,-0.007238151645903261,0.402520192885498,12.900917,-2.0103393
1454,-3.4381405752223277,9.637172218414785,-0.38453752389848495,0.05252830287594201,12.697881,-0.1681513
173,-5.19557437353961,-2.3916169980322106,0.33773403353327963,0.17930900862488403,11.534274,-1.3517884
178,-1.7086736759461267,8.413943910644251,-0.3725142950897281,-0.01452302103954819,8.947028,3.5389013
180,24.26585849216637,4.846078734227083,-0.04916715874045769,0.0006398213616421429,6.770895,3.374767
257,16.049011153970376,-4.6759743594343925,0.05646663640083632,-0.10620630523358532,6.6781187,3.055696
217,1.9034179146340564,-13.098362690462,0.3018507870527846,-0.12688442030410135,8.354803,-0.26012447
130,2.890826084726356,-4.00857838152343,-0.08094104790819959,-0.31781610501413055,8.434268,1.8888601
80,15.180888522187383,3.413560548995254,0.006388987142435142,0.09761101459287798,6.7136927,2.4019368
97,8.471023600619068,-11.124593605828858,0.0880080566836678,-0.24100836199418219,8.542774,1.3291972
264,8.473305435201778,15.134434257935725,-0.19114094128383394,0.13902229740900843,8.013683,4.0404296
182,-16.372995164186747,-3.0251465403393247,0.16872213581501525,-0.562472959446492,11.858686,-2.4204621
18,1.9726671674711078,-3.838656945959862,-0.041934007498815665,-0.2902426408863771,8.69558,1.3129755
164,23.646738098374257,-1.3476789928416997,0.017000949090010768,-0.011590616738293405,6.2071857,2.954457
134,-5.404763066248587,8.754188595920017,-0.15276391123924457,0.36088986315719457,13.092501,-0.659931
118,20.556326094856633,-6.703357547157827,0.03867747352075345,-0.09047366743578245,6.938568,3.0181916
113,9.084572505501228,-3.183010023825827,0.024887736558063058,-0.13301167289029966,9.129876,2.0252607
207,-23.691967551190345,1.0962800193652074,-0.7492448046827012,-0.45888225934797544,12.666523,-2.870231
