,id,dato
1769,2783,2014-10-21T14:00:00
1770,2785,2014-11-04T14:10:00
1771,2786,2014-10-23T10:00:00
1772,2787,2014-10-23T10:30:00
1773,2788,2014-10-23T13:00:00
1774,2789,2014-11-06T12:00:00
1775,2790,2014-10-23T13:30:00
1776,2791,2014-10-31T10:30:00
1777,2792,2014-10-30T13:00:00
1778,2793,2014-12-09T14:00:00
1779,2794,2014-11-06T10:15:00
1780,2795,2014-11-20T10:15:00
1781,2796,2014-10-21T10:00:00
1782,2797,2014-11-04T10:00:00
1783,2803,2014-10-23T13:30:00
1784,2804,2014-10-29T09:30:00
1785,2805,2014-10-31T00:00:00
1786,2806,2014-10-22T13:45:00
1787,2807,2014-11-11T15:30:00
1788,2808,2014-11-06T13:30:00
1789,2809,2014-10-21T09:00:00
1790,2810,2014-10-16T09:00:00
1791,2811,2014-11-12T09:00:00
1792,2812,2014-11-06T13:00:00
1793,2814,2010-10-05T12:00:00
1794,2815,2010-10-07T10:00:00
1795,2816,2010-10-12T13:00:00
1796,2817,2010-10-13T13:00:00
1797,2818,2010-10-14T10:00:00
1798,2819,2010-10-26T13:00:00
1799,2820,2010-10-27T13:00:00
1800,2821,2010-10-28T10:00:00
1801,2822,2010-10-29T10:00:00
1802,2823,2010-11-05T10:00:00
1803,2824,2010-11-09T13:00:00
1804,2825,2010-11-11T10:00:00
1805,2826,2010-11-12T10:00:00
1806,2827,2010-11-18T10:00:00
1807,2828,2010-11-19T10:00:00
1808,2829,2010-11-23T13:00:00
1809,2830,2010-11-25T10:00:00
1810,2831,2010-11-26T10:00:00
1811,2832,2010-11-30T12:00:00
1812,2833,2010-12-01T13:00:00
1813,2834,2010-12-02T10:00:00
1814,2835,2010-12-03T10:00:00
1815,2836,2010-12-07T13:00:00
1816,2837,2010-12-08T13:00:00
1817,2838,2010-12-09T10:00:00
1818,2839,2010-12-10T10:00:00
1819,2840,2010-12-14T12:00:00
1820,2841,2010-12-15T09:00:00
1821,2842,2010-12-16T10:00:00
1822,2843,2010-12-17T09:00:00
1823,2844,2011-01-11T13:00:00
1824,2845,2011-01-12T13:00:00
1825,2846,2011-01-13T10:00:00
1826,2847,2011-01-14T10:00:00
1827,2848,2011-01-18T13:00:00
1828,2849,2011-01-19T13:00:00
1829,2850,2011-01-20T10:00:00
1830,2851,2011-01-21T10:00:00
1831,2852,2011-01-25T13:00:00
1832,2853,2011-01-26T13:00:00
1833,2854,2011-01-27T10:00:00
1834,2855,2011-01-28T10:00:00
1835,2856,2011-02-01T13:00:00
1836,2857,2011-02-02T13:00:00
1837,2858,2011-02-03T10:00:00
1838,2859,2011-02-04T10:00:00
1839,2860,2011-02-08T13:00:00
1840,2861,2011-02-09T13:00:00
1841,2862,2011-02-10T10:00:00
1842,2863,2011-02-11T10:00:00
1843,2864,2011-02-22T13:00:00
1844,2865,2011-02-23T13:00:00
1845,2866,2011-02-24T10:00:00
1846,2867,2011-02-25T10:00:00
1847,2868,2011-03-01T13:00:00
1848,2869,2011-03-02T13:00:00
1849,2870,2011-03-03T10:00:00
1850,2871,2011-03-04T10:00:00
1851,2872,2011-03-15T13:00:00
1852,2873,2011-03-16T13:00:00
1853,2874,2011-03-17T10:00:00
1854,2875,2011-03-18T10:00:00
1855,2876,2011-03-22T13:00:00
1856,2877,2011-03-23T12:00:00
1857,2878,2011-03-29T13:00:00
1858,2879,2011-03-30T13:00:00
1859,2880,2011-03-31T10:00:00
1860,2881,2011-04-01T10:00:00
1861,2882,2011-04-05T13:00:00
1862,2883,2011-04-06T13:00:00
1863,2884,2011-04-07T10:00:00
1864,2885,2011-04-12T13:00:00
1865,2886,2011-04-13T13:00:00
1866,2887,2011-04-15T10:00:00
1867,2888,2011-04-26T13:00:00
1868,2889,2011-04-27T13:00:00
1869,2890,2011-04-28T10:00:00
1870,2891,2011-04-29T10:00:00
1871,2892,2011-05-03T13:00:00
1872,2893,2011-05-04T13:00:00
1873,2894,2011-05-05T10:00:00
1874,2895,2011-05-06T10:00:00
1875,2896,2011-05-10T13:00:00
1876,2897,2011-05-11T13:00:00
1877,2898,2011-05-12T10:00:00
1878,2899,2011-05-13T10:00:00
1879,2900,2011-05-17T13:00:00
1880,2901,2011-05-18T13:00:00
1881,2902,2011-05-19T10:00:00
1882,2903,2011-05-24T13:00:00
1883,2904,2011-05-25T13:00:00
1884,2905,2011-05-26T10:00:00
1885,2906,2011-05-27T10:00:00
1886,2907,2011-05-30T12:00:00
1887,2908,2011-05-31T09:00:00
1888,2909,2011-06-01T09:00:00
1889,2911,2010-10-01T11:00:00
1890,2952,2010-10-27T00:00:00
1891,2953,2010-11-04T00:00:00
1892,2963,2010-10-28T10:15:00
1893,2965,2010-11-05T10:00:00
1894,3054,2010-12-10T11:00:00
1895,3079,2010-12-15T00:00:00
1896,3080,2010-12-17T07:00:00
1897,3081,2010-12-21T00:00:00
1898,3110,2011-01-14T11:00:00
1899,3174,2011-02-11T10:00:00
1900,3211,2011-03-04T10:00:00
1901,3255,2011-03-17T10:30:00
1902,3266,2011-03-23T09:15:00
1903,3275,2011-03-18T17:15:00
1904,3276,2011-03-18T21:00:00
1905,3309,2011-04-08T10:00:00
1906,3349,2011-05-02T10:00:00
1907,3362,2011-05-06T10:00:00
1908,3402,2011-05-19T00:00:00
1909,3424,2011-05-27T08:00:00
1910,3435,2011-06-01T07:00:00
1911,3450,2011-06-14T11:00:00
1912,3451,2011-06-21T10:00:00
1913,3452,2011-06-24T10:00:00
1914,3474,2011-06-17T08:00:00
1915,3479,2011-07-01T10:00:00
1916,3490,2011-06-23T10:00:00
1917,3516,2011-09-06T10:00:00
1918,3542,2011-09-09T10:00:00
1919,3545,2011-09-29T12:00:00
1920,3546,2011-09-30T13:00:00
1921,3549,2014-10-30T13:00:00
1922,3550,2014-10-23T14:15:00
1923,3551,2014-11-07T14:00:00
1924,3552,2014-10-24T10:00:00
1925,3553,2014-10-23T11:00:00
1926,3554,2014-11-06T11:00:00
1927,3555,2014-11-13T11:00:00
1928,3556,2014-11-20T11:00:00
1929,3557,2014-11-27T11:00:00
1930,3558,2014-12-04T11:00:00
1931,3559,2014-12-11T11:00:00
1932,3560,2014-12-18T12:00:00
1933,3561,2014-10-29T14:15:00
1934,3562,2014-10-21T12:50:00
1935,3563,2014-11-13T10:15:00
1936,3564,2014-11-04T14:30:00
1937,3565,2014-11-04T14:30:00
1938,3566,2014-11-06T14:00:00
1939,3567,2014-11-04T09:00:00
1940,3568,2014-11-20T14:00:00
1941,3569,2014-11-05T14:00:00
1942,3570,2014-11-19T14:30:00
1943,3571,2014-10-30T11:40:00
1944,3572,2014-11-05T10:00:00
1945,3573,2014-11-06T10:30:00
1946,3574,2014-10-30T13:30:00
1947,3575,2014-11-18T14:00:00
1948,3576,2014-11-13T14:00:00
1949,3577,2014-11-06T10:30:00
1950,3578,2014-11-13T11:30:00
1951,3579,2014-12-02T14:00:00
1952,3580,2014-11-04T14:10:00
1953,3581,2014-11-20T14:00:00
1954,3582,2014-10-31T08:50:00
1955,3583,2014-11-27T13:00:00
1956,3584,2014-11-26T10:00:00
1957,3585,2014-11-19T10:00:00
1958,3586,2014-12-02T14:30:00
1959,3587,2014-12-04T11:00:00
1960,3588,2014-11-12T09:00:00
1961,3589,2014-11-19T10:00:00
1962,3590,2014-11-26T10:00:00
1963,3591,2014-12-02T16:00:00
1964,3592,2014-11-06T10:00:00
1965,3593,2014-10-31T10:00:00
1966,3594,2014-11-27T14:00:00
1967,3595,2014-11-06T12:00:00
1968,3596,2015-01-13T14:00:00
1969,3597,2014-11-06T13:00:00
1970,3598,2015-02-17T14:00:00
1971,3599,2014-11-25T15:00:00
1972,3600,2014-11-19T09:30:00
1973,3601,2014-11-04T14:00:00
1974,3602,2014-11-18T14:00:00
1975,3603,2014-11-07T10:30:00
1976,3604,2014-11-11T13:15:00
1977,3605,2014-11-12T11:30:00
1978,3606,2014-11-13T10:00:00
1979,3607,2014-11-06T14:15:00
1980,3608,2014-11-21T09:00:00
1981,3609,2014-12-03T08:30:00
1982,3610,2014-11-27T10:15:00
1983,3611,2009-10-08T10:00:00
1984,3617,2009-10-06T12:00:00
1985,3618,2009-10-07T13:00:00
1986,3619,2009-10-20T13:00:00
1987,3620,2009-10-21T13:00:00
1988,3621,2009-10-22T10:00:00
1989,3622,2009-10-23T10:00:00
1990,3623,2009-10-29T10:00:00
1991,3624,2009-10-30T10:00:00
1992,3625,2009-11-03T13:00:00
1993,3626,2009-11-04T13:00:00
1994,3627,2009-11-05T10:00:00
1995,3628,2009-11-06T10:00:00
1996,3629,2009-11-10T13:00:00
1997,3630,2009-11-11T13:00:00
1998,3631,2009-11-12T10:00:00
1999,3632,2009-11-18T13:00:00
2000,3633,2009-11-19T10:00:00
2001,3634,2009-11-20T10:00:00
2002,3635,2009-11-24T13:00:00
2003,3636,2009-11-25T13:00:00
2004,3637,2009-11-26T10:00:00
2005,3638,2009-11-27T10:00:00
2006,3639,2009-12-01T13:00:00
2007,3640,2009-12-02T13:00:00
2008,3641,2009-12-03T10:00:00
2009,3642,2009-12-04T10:00:00
2010,3643,2009-12-08T13:00:00
2011,3644,2009-12-09T13:00:00
2012,3645,2009-12-10T10:00:00
2013,3646,2009-12-11T10:00:00
2014,3647,2009-12-15T10:00:00
2015,3648,2009-12-16T09:00:00
2016,3649,2009-12-17T10:00:00
2017,3650,2009-12-18T09:00:00
2018,3651,2010-01-12T13:00:00
2019,3652,2010-01-13T13:00:00
2020,3653,2010-01-14T10:00:00
2021,3654,2010-01-19T13:00:00
2022,3655,2010-01-20T13:00:00
2023,3656,2010-01-21T10:00:00
2024,3657,2010-01-22T10:00:00
2025,3658,2010-01-26T13:00:00
2026,3659,2010-01-27T13:00:00
2027,3660,2010-01-28T10:00:00
2028,3661,2010-01-29T10:00:00
2029,3662,2010-02-02T13:00:00
2030,3663,2010-02-03T13:00:00
2031,3664,2010-02-04T10:00:00
2032,3665,2010-02-05T10:00:00
2033,3666,2010-02-09T13:00:00
2034,3667,2010-02-10T13:00:00
2035,3668,2010-02-11T10:00:00
2036,3669,2010-02-12T10:00:00
2037,3670,2010-02-23T13:00:00
2038,3671,2010-02-24T13:00:00
2039,3672,2010-02-25T10:00:00
2040,3673,2010-02-26T10:00:00
2041,3674,2010-03-02T13:00:00
2042,3675,2010-03-03T13:00:00
2043,3676,2010-03-04T10:00:00
2044,3677,2010-03-05T10:00:00
2045,3678,2010-03-16T12:00:00
2046,3679,2010-03-17T13:00:00
2047,3680,2010-03-23T13:00:00
2048,3681,2010-04-08T10:00:00
2049,3682,2010-04-09T10:00:00
2050,3683,2010-04-13T13:00:00
2051,3684,2010-04-15T10:00:00
2052,3685,2010-04-16T10:00:00
2053,3686,2010-04-20T13:00:00
2054,3687,2010-04-21T13:00:00
2055,3688,2010-04-22T10:00:00
2056,3689,2010-04-28T13:00:00
2057,3690,2010-05-04T13:00:00
2058,3691,2010-05-06T10:00:00
2059,3692,2010-05-07T10:00:00
2060,3693,2010-05-12T13:00:00
2061,3694,2010-05-18T12:00:00
2062,3695,2010-05-19T13:00:00
2063,3696,2010-05-20T10:00:00
2064,3697,2010-05-21T10:00:00
2065,3698,2010-05-26T13:00:00
2066,3699,2010-05-28T09:00:00
2067,3700,2010-06-02T09:00:00
2068,3701,2010-06-01T12:00:00
2069,3702,2010-06-03T10:00:00
2070,3740,2010-09-07T10:00:00
2071,3800,2009-11-18T14:00:00
2072,3809,2014-11-18T09:00:00
2073,3857,2009-12-09T10:45:00
2074,3880,2009-12-15T00:00:00
2075,3920,2010-01-22T10:00:00
2076,3986,2010-02-09T00:00:00
2077,4015,2010-03-05T08:00:00
2078,4030,2010-04-29T10:00:00
2079,4061,2010-04-12T10:00:00
2080,4062,2010-04-29T10:00:00
2081,4063,2010-04-26T10:00:00
2082,4077,2010-04-09T10:00:00
2083,4082,2010-04-16T11:00:00
2084,4128,2014-11-13T14:00:00
2085,4145,2010-05-04T13:15:00
2086,4165,2010-05-10T13:00:00
2087,4168,2010-05-18T13:15:00
2088,4176,2010-05-20T13:15:00
2089,4212,2010-05-31T10:00:00
2090,4220,2010-06-01T13:15:00
2091,4221,2010-06-04T14:00:00
2092,4235,2010-06-10T10:00:00
2093,4253,2010-06-17T13:30:00
2094,4254,2010-06-18T08:30:00
2095,4272,2010-06-22T10:00:00
2096,4304,2010-08-30T14:30:00
2097,4306,2010-09-06T11:00:00
2098,4330,2010-09-24T10:00:00
2099,4338,2014-12-18T14:00:00
2100,4339,2014-12-02T14:30:00
2101,4340,2014-11-18T15:00:00
2102,4341,2014-11-11T13:30:00
2103,4342,2014-12-16T10:15:00
2104,4343,2014-11-11T09:50:00
2105,4344,2014-11-12T14:00:00
2106,4345,2014-11-14T09:45:00
2107,4346,2014-11-28T16:00:00
2108,4347,2014-11-13T13:00:00
2109,4348,2014-11-26T09:30:00
2110,4349,2014-12-10T09:30:00
2111,4350,2014-11-19T09:30:00
2112,4351,2014-12-09T16:00:00
2113,4352,2014-11-20T10:30:00
2114,4353,2014-11-27T15:00:00
2115,4354,2014-12-03T13:30:00
2116,4355,2014-11-20T12:00:00
2117,4356,2014-11-18T13:00:00
2118,4357,2014-11-18T10:00:00
2119,4358,2014-12-11T00:00:00
2120,4359,2014-11-27T10:15:00
2121,4360,2014-12-04T10:15:00
2122,4361,2014-11-18T15:00:00
2123,4362,2014-11-21T10:00:00
2124,4363,2014-11-27T13:30:00
2125,4364,2014-12-04T13:00:00
2126,4365,2014-11-20T13:30:00
2127,4366,2014-12-03T14:00:00
2128,4367,2014-11-20T13:00:00
2129,4368,2014-12-04T10:30:00
2130,4369,2014-11-20T11:30:00
2131,4370,2014-12-03T09:30:00
2132,4371,2014-12-02T09:00:00
2133,4372,2014-11-19T14:00:00
2134,4373,2014-12-09T09:00:00
2135,4374,2014-11-26T09:30:00
2136,4375,2014-12-02T00:00:00
2137,4376,2014-11-25T13:30:00
2138,4377,2014-12-11T10:30:00
2139,4378,2015-02-05T10:30:00
2140,4379,2014-12-04T14:00:00
2141,4380,2014-12-02T14:30:00
2142,4381,2014-12-04T13:00:00
2143,4382,2014-12-10T15:00:00
2144,4383,2014-12-04T11:30:00
2145,4384,2014-11-25T10:15:00
2146,4385,2014-11-26T14:00:00
2147,4386,2014-11-28T10:00:00
2148,4387,2014-12-16T15:00:00
2149,4388,2014-11-27T13:00:00
2150,4389,2014-12-02T13:45:00
2151,4390,2014-11-26T00:00:00
2152,4391,2014-11-25T10:30:00
2153,4392,2014-12-04T14:15:00
2154,4393,2014-11-25T13:10:00
2155,4394,2014-11-27T10:30:00
2156,4395,2014-12-10T10:30:00
2157,4396,2014-12-04T13:00:00
2158,4397,2014-12-05T11:00:00
2159,4398,2014-12-09T16:15:00
2160,4399,2014-12-11T11:00:00
2161,4400,2014-12-11T13:45:00
2162,4401,2014-12-12T14:15:00
2163,4402,2014-12-18T12:45:00
2164,4403,2014-12-02T15:00:00
2165,4404,2014-12-02T09:00:00
2166,4405,2014-12-17T14:00:00
2167,4406,2014-11-28T13:00:00
2168,4407,2014-12-03T10:00:00
2169,4408,2014-12-05T10:45:00
2170,4409,2014-12-05T10:30:00
2171,4410,2014-12-17T09:00:00
2172,4411,2014-12-02T10:00:00
2173,4412,2014-12-03T14:00:00
2174,4413,2014-12-04T14:30:00
2175,4414,2014-12-10T10:00:00
2176,4415,2014-12-17T10:00:00
2177,4416,2014-12-02T16:00:00
2178,4417,2015-03-10T14:00:00
2179,4418,2015-01-14T14:00:00
2180,4419,2014-12-11T15:00:00
2181,4420,2014-12-03T13:30:00
2182,4421,2015-01-14T10:00:00
2183,4422,2014-12-11T13:30:00
2184,4423,2014-12-12T09:50:00
2185,4424,2014-12-11T10:15:00
2186,4425,2014-12-09T15:00:00
2187,4426,2014-12-09T10:00:00
2188,4427,2014-12-16T10:30:00
2189,4428,2014-12-11T10:00:00
2190,4429,2015-01-16T10:00:00
2191,4430,2014-12-11T10:30:00
2192,4431,2014-12-16T14:00:00
2193,4432,2014-12-10T08:00:00
2194,4433,2014-12-11T14:00:00
2195,4434,2014-12-10T14:00:00
2196,4435,2014-12-19T13:00:00
2197,4436,2014-12-17T09:00:00
2198,4437,2014-12-18T12:00:00
2199,4438,2014-12-17T12:45:00
2200,4439,2015-01-15T10:15:00
2201,4440,2014-12-11T13:30:00
2202,4441,2015-01-21T14:00:00
2203,4442,2014-12-17T09:00:00
2204,4443,2015-01-14T09:00:00
2205,4444,2015-01-22T10:15:00
2206,4449,2014-12-18T08:15:00
2207,4450,2014-12-12T11:00:00
2208,4451,2014-12-16T10:00:00
2209,4452,2015-01-15T10:30:00
2210,4453,2015-01-29T10:30:00
2211,4454,2014-12-17T00:00:00
2212,4455,2014-12-18T08:00:00
2213,4456,2015-01-14T09:30:00
2214,4457,2015-01-20T16:00:00
2215,4458,2014-12-16T10:50:00
2216,4459,2014-12-17T12:30:00
2217,4460,2015-01-23T10:30:00
2218,4461,2015-01-27T10:00:00
2219,4462,2014-12-17T07:30:00
2220,4463,2015-01-15T10:30:00
2221,4464,2015-01-13T13:15:00
2222,4465,2015-01-15T13:00:00
2223,4466,2014-12-17T12:00:00
2224,4467,2015-01-22T14:00:00
2225,4468,2015-01-28T09:00:00
2226,4469,2015-01-22T10:30:00
2227,4470,2015-01-14T10:00:00
2228,4471,2015-01-15T10:30:00
2229,4472,2015-01-22T10:30:00
2230,4473,2015-02-05T10:00:00
2231,4474,2015-01-13T14:00:00
2232,4475,2015-01-20T10:15:00
2233,4476,2015-01-15T13:00:00
2234,4477,2015-01-21T10:00:00
2235,4478,2015-01-29T13:00:00
2236,4479,2015-02-26T13:00:00
2237,4480,2015-01-13T15:30:00
2238,4481,2015-01-16T10:00:00
2239,4482,2015-01-13T10:50:00
2240,4483,2015-01-28T13:15:00
2241,4484,2015-02-06T09:00:00
2242,4485,2015-01-20T13:15:00
2243,4486,2014-10-22T14:30:00
2244,4487,2015-01-22T14:15:00
2245,4488,2015-01-21T14:00:00
2246,4489,2015-01-22T14:00:00
2247,4490,2015-01-15T11:00:00
2248,4492,2015-02-05T10:30:00
2249,4493,2015-01-15T10:00:00
2250,4494,2015-02-05T14:00:00
2251,4495,2015-01-20T15:00:00
2252,4496,2015-01-21T13:00:00
2253,4497,2015-01-23T11:30:00
2254,4498,2015-01-23T10:00:00
2255,4499,2015-01-28T09:30:00
2256,4500,2015-02-19T00:00:00
2257,4501,2015-01-27T16:00:00
2258,4502,2015-01-20T13:00:00
2259,4503,2015-01-27T14:00:00
2260,4504,2015-01-22T13:00:00
2261,4505,2015-01-22T11:00:00
2262,4506,2015-01-29T11:00:00
2263,4507,2015-02-05T11:00:00
2264,4508,2015-02-19T11:00:00
2265,4509,2015-01-27T13:30:00
2266,4510,2015-02-24T15:00:00
2267,4511,2015-02-05T10:15:00
2268,4512,2015-02-05T14:30:00
2269,4513,2015-01-29T10:15:00
2270,4514,2015-01-22T08:50:00
2271,4515,2006-01-19T10:00:00
2272,4516,2015-01-27T15:00:00
2273,4517,2015-01-28T09:30:00
2274,4518,2015-01-27T14:30:00
2275,4519,2015-02-24T15:30:00
2276,4520,2015-02-26T14:00:00
2277,4521,2015-01-30T10:00:00
2278,4522,2015-01-29T10:30:00
2279,4523,2015-01-29T13:00:00
2280,4524,2015-01-28T14:00:00
2281,4525,2015-02-26T10:30:00
2282,4526,2015-01-27T13:15:00
2283,4534,2015-01-30T10:15:00
2284,4535,2015-01-27T14:00:00
2285,4536,2015-01-29T14:00:00
2286,4537,2015-02-04T10:00:00
2287,4538,2015-02-24T14:00:00
2288,4539,2015-01-27T15:15:00
2289,4540,2015-02-26T10:00:00
2290,4541,2015-04-09T10:00:00
2291,4542,2015-04-10T10:00:00
2292,4543,2015-01-28T14:00:00
2293,4544,2015-02-26T10:15:00
2294,4545,2015-03-10T16:00:00
2295,4546,2015-03-24T16:00:00
2296,4547,2015-04-14T16:00:00
2297,4549,2015-02-06T11:00:00
2298,4550,2015-02-03T14:00:00
2299,4551,2015-02-05T13:30:00
2300,4552,2015-02-04T08:00:00
2301,4553,2015-02-19T10:30:00
2302,4554,2015-02-03T10:00:00
2303,4555,2015-02-24T10:00:00
2304,4556,2015-02-04T06:45:00
2305,4557,2015-02-18T09:30:00
2306,4558,2015-02-06T10:30:00
2307,4559,2015-02-24T14:00:00
2308,4560,2015-02-05T13:00:00
2309,4561,2015-02-05T13:00:00
2310,4562,2015-02-04T07:45:00
2311,4563,2015-02-03T15:40:00
2312,4564,2015-02-05T15:00:00
2313,4565,2015-02-26T13:30:00
2314,4566,2015-02-03T10:50:00
2315,4567,2015-03-24T16:00:00
2316,4568,2015-03-10T15:00:00
2317,4569,2015-02-20T08:30:00
2318,4570,2015-02-17T13:15:00
2319,4571,2015-02-18T10:00:00
2320,4572,2015-02-24T14:00:00
2321,4573,2015-02-18T10:00:00
2322,4574,2015-03-19T10:30:00
2323,4575,2015-03-26T10:30:00
2324,4576,2015-02-25T09:30:00
2325,4577,2015-02-19T13:00:00
2326,4578,2015-02-20T10:30:00
2327,4579,2015-02-25T14:00:00
2328,4580,2015-02-23T14:30:00
2329,4581,2015-02-24T15:00:00
2330,4582,2015-02-25T14:00:00
2331,4583,2015-03-19T11:00:00
2332,4584,2015-02-26T15:30:00
2333,4585,2015-02-16T12:15:00
2334,4586,2015-02-19T13:00:00
2335,4587,2015-03-19T10:15:00
2336,4588,2015-02-19T10:15:00
2337,4589,2015-02-17T13:45:00
2338,4590,2015-02-19T10:00:00
2339,4591,2015-02-19T14:00:00
2340,4592,2015-02-19T00:00:00
2341,4593,2015-03-19T11:00:00
2342,4594,2015-02-26T11:00:00
2343,4595,2015-03-26T11:00:00
2344,4596,2015-03-26T11:00:00
2345,4597,2015-04-16T11:00:00
2346,4598,2015-04-23T11:00:00
2347,4599,2015-04-30T11:00:00
2348,4600,2015-05-07T11:00:00
2349,4601,2015-05-21T11:00:00
2350,4602,2015-05-28T11:00:00
2351,4603,2015-06-04T11:00:00
2352,4604,2015-03-17T14:00:00
2353,4605,2015-02-25T16:00:00
2354,4606,2015-02-24T14:00:00
2355,4607,2015-02-24T09:00:00
2356,4608,2015-03-26T10:00:00
2357,4609,2015-04-14T14:00:00
2358,4610,2015-02-26T13:30:00
2359,4611,2015-03-10T15:30:00
2360,4612,2015-03-19T14:00:00
2361,4613,2015-03-10T09:30:00
2362,4614,2015-03-24T14:30:00
2363,4615,2015-03-11T14:30:00
2364,4616,2015-03-18T10:00:00
2365,4617,2015-02-25T14:00:00
2366,4618,2015-02-26T10:30:00
2367,4619,2015-02-27T08:00:00
2368,4620,2015-03-26T16:00:00
2369,4621,2015-02-26T12:05:00
2370,4622,2015-02-26T13:00:00
2371,4623,2015-04-15T09:15:00
2372,4624,2015-02-24T13:15:00
2373,4625,2015-03-10T14:00:00
2374,4626,2015-03-11T14:15:00
2375,4627,2015-03-11T09:30:00
2376,4628,2015-03-11T14:00:00
2377,4629,2015-03-11T14:00:00
2378,4630,2015-03-10T14:05:00
2379,4631,2015-03-11T13:30:00
2380,4632,2015-03-09T10:00:00
2381,4633,2015-03-25T10:00:00
2382,4634,2015-03-24T10:00:00
2383,4635,2015-04-07T16:00:00
2384,4636,2015-05-19T16:00:00
2385,4637,2015-03-19T13:00:00
2386,4638,2015-04-14T14:00:00
2387,4639,2015-03-10T10:30:00
2388,4640,2015-04-08T14:15:00
2389,4641,2015-03-24T10:30:00
2390,4642,2015-03-18T08:00:00
2391,4643,2015-04-07T15:00:00
2392,4644,2015-03-19T14:00:00
2393,4645,2015-03-11T09:00:00
2394,4646,2015-04-07T00:00:00
2395,4647,2015-04-09T10:15:00
2396,4648,2015-03-10T00:00:00
2397,4649,2015-03-18T14:15:00
2398,4650,2015-03-19T10:30:00
2399,4651,2015-03-25T11:30:00
2400,4652,2015-03-25T11:30:00
2401,4653,2015-03-19T10:30:00
2402,4654,2015-03-17T15:15:00
2403,4655,2015-03-26T13:30:00
2404,4656,2015-03-17T15:00:00
2405,4657,2015-03-26T10:15:00
2406,4658,2015-03-18T13:00:00
2407,4659,2015-03-17T14:00:00
2408,4660,2015-03-19T14:00:00
2409,4661,2015-03-19T13:00:00
2410,4662,2015-04-28T16:00:00
2411,4663,2015-04-10T10:00:00
2412,4664,2015-03-19T13:30:00
2413,4665,2015-04-08T14:15:00
2414,4666,2015-03-18T14:00:00
2415,4667,2015-04-07T13:30:00
2416,4668,2015-03-17T10:00:00
2417,4669,2015-04-17T09:15:00
2418,4670,2015-03-25T08:00:00
2419,4671,2015-04-24T11:30:00
2420,4672,2015-05-08T11:15:00
2421,4673,2015-04-28T14:15:00
2422,4674,2015-04-08T08:00:00
2423,4675,2015-04-28T13:30:00
2424,4676,2015-04-14T14:00:00
2425,4677,2015-04-09T10:30:00
2426,4678,2015-03-24T14:45:00
2427,4679,2015-04-07T13:15:00
2428,4680,2015-03-26T13:30:00
2429,4681,2015-04-28T16:00:00
2430,4682,2015-03-24T00:00:00
2431,4683,2015-05-20T09:30:00
2432,4684,2015-04-30T10:15:00
2433,4685,2015-04-21T13:00:00
2434,4686,2015-03-26T13:30:00
2435,4687,2015-03-26T13:00:00
2436,4688,2015-04-16T15:30:00
2437,4689,2015-03-25T14:00:00
2438,4690,2015-03-26T14:15:00
2439,4691,2015-04-14T10:00:00
2440,4692,2015-03-26T14:00:00
2441,4693,2015-03-26T10:30:00
2442,4694,2015-04-08T14:00:00
2443,4695,2015-04-21T13:00:00
2444,4696,2015-05-22T09:00:00
2445,4697,2015-04-09T14:00:00
2446,4698,2015-04-16T14:00:00
2447,4699,2015-04-28T10:00:00
2448,4700,2015-04-09T13:30:00
2449,4701,2015-04-08T09:30:00
2450,4702,2015-04-15T09:30:00
2451,4703,2015-04-22T09:30:00
2452,4704,2015-04-22T09:30:00
2453,4705,2015-04-08T14:00:00
2454,4706,2015-04-09T15:00:00
2455,4707,2015-04-07T14:00:00
2456,4708,2015-04-28T14:00:00
2457,4709,2015-04-21T13:45:00
2458,4710,2015-04-14T14:00:00
2459,4711,2015-04-30T12:00:00
2460,4712,2015-05-05T14:45:00
2461,4713,2015-04-07T15:00:00
2462,4714,2015-04-09T10:30:00
2463,4715,2015-04-08T13:30:00
2464,4716,2015-04-30T10:30:00
2465,4717,2015-04-08T14:15:00
2466,4718,2015-04-16T13:00:00
2467,4719,2015-04-21T14:30:00
2468,4720,2015-04-23T13:00:00
2469,4721,2015-04-30T11:00:00
2470,4722,2015-04-21T09:00:00
2471,4723,2015-04-23T10:30:00
2472,4724,2015-04-21T14:00:00
2473,4725,2015-04-14T14:05:00
2474,4726,2015-04-09T00:00:00
2475,4727,2015-04-16T10:30:00
2476,4728,2015-04-14T14:00:00
2477,4729,2015-04-14T15:45:00
2478,4730,2015-04-17T11:00:00
2479,4731,2015-04-16T11:30:00
2480,4732,2015-04-15T14:00:00
2481,4733,2015-04-16T13:00:00
2482,4734,2015-04-16T14:00:00
2483,4735,2015-04-14T10:45:00
2484,4736,2015-04-16T13:30:00
2485,4737,2015-04-16T14:00:00
2486,4738,2015-04-14T14:00:00
2487,4740,2015-04-30T13:30:00
2488,4741,2015-04-21T13:15:00
2489,4742,2015-04-30T14:30:00
2490,4743,2015-05-07T14:00:00
2491,4744,2015-04-21T14:00:00
2492,4745,2015-05-06T14:00:00
2493,4746,2015-04-30T14:15:00
2494,4747,2015-05-05T13:00:00
2495,4748,2015-05-07T10:00:00
2496,4749,2015-04-21T14:00:00
2497,4750,2015-05-05T14:00:00
2498,4751,2015-04-21T15:15:00
2499,4752,2015-05-07T10:30:00
2500,4753,2015-04-30T13:15:00
2501,4754,2015-06-09T10:00:00
2502,4755,2015-04-29T10:00:00
2503,4756,2015-05-06T10:00:00
2504,4757,2015-05-13T13:30:00
