icpsr,pca_1,pca_2,mds_1,mds_2,umap_1,umap_2
633,0.449207644402563,1.1657140693241141,1.3124431404670425,-1.7697646005223557,3.6396313,13.1027
830,-7.199135620207047,0.02842431885199023,-0.9964604620991908,12.264336971319073,4.1840153,15.943292
1077,-5.168919653211827,-0.9348369794935378,4.550635915654875,10.902489195529478,4.028304,14.994215
1087,8.839941939283566,0.000921467797871946,0.4910202150691983,-18.196687018542825,1.8804318,8.733971
2009,-1.748352599731679,2.108961810897567,9.7607484502417,10.366711125101983,3.1746902,15.157672
2605,-8.076802087729963,-1.0337169284485386,-3.2427986489021774,14.55686472901126,4.2644577,15.939095
3078,-6.285553523495789,0.8261741225438745,2.428904741174144,13.240540171122186,4.0794063,15.844516
5101,-7.13416758588831,2.6250177520616957,-10.481534679884062,4.030708931250211,3.7296467,16.313156
5495,11.890605805335232,-0.36358094375658384,9.052850884413791,-15.69526750017865,1.4846431,8.173974
6455,8.984729699762406,-2.6361997004171167,18.118886388188763,-2.0877814630314946,2.6130855,9.138938
6845,-4.49978622702986,3.6783771071755065,-2.319011316213574,2.1613633966729364,4.0525193,14.652681
7081,-9.772111454981141,-31.380421225584698,-8.182738717790098,39.00588851722606,6.625031,16.113157
7333,-6.489397851073607,-0.40700472266763277,-16.214423360058287,1.0374255039962665,4.454035,15.933006
7343,-6.884348053121812,-0.7933930598654135,-15.85626284798827,1.9224630633429427,5.3575096,15.448923
7610,-4.686697078857846,1.4591954438526402,-3.0511812410568258,1.850697752615071,4.462882,14.258266
8010,-8.701450019452965,-0.012706735826793911,-16.06843765117887,9.409109337880942,4.7939644,16.314892
8080,-5.401877357595207,-2.5941108046010024,-16.333573784597775,-4.777418712977706,5.095545,15.961764
8672,-5.329157692597508,1.4018418598667457,2.2811939602268168,8.608324175593264,4.4949985,15.452589
9017,-1.1365938228579904,0.30185174207971444,-9.432474675690658,-9.033677525079355,4.172371,13.865486
10075,-3.541996502093533,0.743031841011472,3.632965735282454,5.938810513962029,4.161833,14.241198
10391,-5.4059540270398365,-1.396729636543531,3.878787818767571,10.63806599137124,4.828221,14.993124
10421,-7.622883851270173,4.800926406618878,-8.552260297795138,8.305022710209007,3.2381697,16.73837
10463,-8.265739562577298,-14.272247599627663,-5.043953691332334,28.430141848903094,6.09001,15.77401
10500,-8.686008981719986,0.2318464015012526,-6.281376705305727,12.469018720337905,4.302268,16.465971
10520,-5.222595182738352,6.04967876356087,-26.486466466684227,5.498836835617777,3.5865734,15.555353
10561,-5.278330074155115,25.184653699570525,44.762677902141526,27.93139988936995,2.3700435,16.854696
10566,-7.593710233904719,-0.6580910990562363,-2.424106818929193,13.161175418111135,4.4003897,16.273098
10573,-7.714078666017756,0.6232202439282305,-10.71250576710065,8.07885179197506,3.9472675,16.533278
10574,10.907655975139278,-0.5537577309935208,13.339131141723461,-9.113708843886085,1.8561151,8.434784
10577,-10.40386533649702,-30.09719057636361,6.04411223005167,38.019792611146286,6.53396,16.036858
10583,-8.000808867839076,3.8273101610368667,-13.564848958720738,8.12428997234056,3.737473,16.545345
10587,-2.492592288794698,-1.793377967416302,-8.011580151344338,-6.023447400237826,4.017478,13.695814
10588,-3.7260476981908632,-1.3871405972565958,-16.061807290375036,-8.649159884726037,3.3126144,14.7890415
10595,-7.721050680217455,-0.7615675284900257,-5.974091387160389,21.676418160331338,3.676939,17.0412
10596,-1.2894956201218857,0.8272300051852055,-11.04958963076283,-9.986890415186384,2.487675,11.635409
10601,-6.29316726845656,-0.0014983237656755037,3.3461942791564057,14.315116696208953,4.0034947,15.477522
10602,-6.399586082227059,1.3008427150777817,-5.76057769653662,2.7326982928015173,4.527773,14.954719
10607,1.274693787807764,-1.992934098810971,-11.334410836277685,-14.12850456850477,2.534942,10.791074
10609,-6.557780478980779,0.8326092752876657,-8.806899240208011,2.022129492799565,4.8509936,16.15378
10614,-3.558971103725845,-0.3965403119272042,4.824859960973292,7.077695343609967,3.9385083,13.816576
10616,7.120804439286586,-2.3789882447337534,-1.23408227867269,-14.331782523675052,2.4942791,9.603606
10621,-8.016860878020966,2.173766943121374,-8.25982006336034,13.083590318029023,4.4081683,16.718452
10626,8.290904084115008,0.8033586861557612,12.699483489614268,-3.815569710155547,1.5756396,9.3632965
10703,-5.930369291940881,2.1513200189761923,-4.4634338899426345,2.9757091331405174,4.1774755,14.709442
10712,10.044884276004073,0.662898548811187,4.092858082785675,-18.538078731799416,1.4374518,7.968358
10713,-8.544365977420881,-1.0817284225778383,-16.496798023716945,17.108418322666065,3.5507152,17.2911
10716,-4.3532415789996834,-2.7112136659213943,8.392454113182378,15.076281432604201,4.334269,14.736559
10717,9.320110206315002,3.091801880112223,0.23490845495134402,-21.781484819358965,1.4352168,9.026197
10719,6.562372570920683,-0.83006277467832,6.238476730862244,-5.198900844867758,2.515097,10.104766
10721,4.077625725014033,-4.140668493236634,15.214563561368225,3.7974370539254125,2.6258113,10.204784
10722,7.174166264834921,-4.694527009420249,23.235996088425008,1.8766139742779486,2.5411086,9.670579
10726,-6.824954854980052,-0.7453020648297636,0.9180579713405869,13.935621725108517,4.5937395,15.604125
10727,-8.636958965186361,-4.29862396559352,-7.991621045610649,16.909509548335123,4.150496,16.706345
10732,-3.6223476827939205,2.0874085144853782,-1.5031546126417832,1.3283739042600604,3.3801637,14.608935
10734,6.304149478526586,-14.087224666564735,28.91500272299117,6.266355084648728,2.8578103,8.907677
10739,-8.62775361845128,0.18243530126548851,-14.859047319265265,10.281849046083817,4.3395333,15.811886
10742,-0.4603706439320875,19.837223285323226,-26.802141214099894,-30.547749760278904,2.396389,16.731428
