aktørid,pca_1,pca_2,mds_1,mds_2,umap_1,umap_2
158,21.206195137868296,-1.600240583634212,29.357588232793727,-8.231705938719724,-1.0262997,7.7321467
71,21.44522779981059,-1.9424765513778641,30.641020079087635,-20.169112759689792,1.3054068,7.513986
50,8.70547087858589,9.245737797770825,-0.11552812558636007,-33.74209392359294,2.5194714,6.431475
49,18.488385392976813,6.878917844905911,23.310113174971665,-27.663040930800406,1.728802,7.35757
183,17.4387851076183,0.5300932642217842,19.456555021703146,-28.29733630452545,2.1932147,6.4025507
85,17.06811981551575,-0.38560995805217047,29.484672764826016,5.095050572441915,-1.1037695,6.9055543
303,-21.954492464992363,6.578090341876295,-26.278194002416903,15.259212942364673,3.50556,11.064712
94,-7.406162656624148,-10.636853888677152,-9.691498022923296,27.133529367226416,2.0322978,11.12999
98,1.6162598130431205,1.2962846404570443,1.21323239963894,7.09378597112122,2.4519894,11.296957
259,17.514207110175036,7.20619176757113,23.174958634433292,-20.7017713518621,1.8794104,7.528332
171,11.117823205456723,-6.366039968981104,21.4989293431221,15.504057956119558,-1.3132092,6.608377
205,6.711431558678611,-9.258037283690623,13.071206119713302,15.654081018669844,0.37341982,9.221527
184,17.835427524076064,1.0959723448235585,26.182372963192513,-9.711771867361517,-0.708153,8.012868
121,4.270714089114244,0.12092389156139995,9.106298961754243,26.349093695090087,-0.40258095,7.501318
216,8.644188176486479,3.941223742188988,17.49416327378665,22.469722586592173,2.6817558,6.4485984
108,-16.25055969826121,13.344800756202806,-31.11158153306109,-9.841425573049008,4.5867186,12.667264
93,14.878224469213475,10.48203853406173,12.77955098331909,-33.331001843010725,2.2926764,7.492845
120,28.732846523051954,2.680473983608045,37.03140112819424,-6.821645206386638,-0.63988495,6.914901
34,-16.782714473453407,0.2708617947059098,-25.74054139604201,-4.897810956183707,2.6599374,12.250685
138,3.037256238420164,9.348003625243129,-6.638725705525526,-26.370315446220054,4.7918105,12.08895
197,-1.0381853083416885,4.025622125616499,-11.520032066601871,-19.60978969329348,4.9093266,12.007858
265,-10.915157543455035,-4.543555516176928,-17.832560066534004,-5.449176923666387,2.0518394,12.863774
288,5.995983267760277,2.1673595891055415,6.765950119497664,-7.492751429483876,-0.66344476,8.292597
246,26.86866570832079,2.6316430358498764,35.159916051184155,-10.526786477444984,-0.67408144,7.1442995
272,9.366654673672297,-11.339745382775423,21.529493244405767,24.056885616629078,0.18932588,8.292697
199,-19.924034774951927,9.725862767873142,-30.932392240113007,-5.377995358370971,4.3538995,12.712063
173,4.755626008508267,3.73447079408096,-7.287947556830526,-33.30838948949733,2.6530898,7.2507954
260,21.77176911523761,-2.712156718414961,36.1894367585659,2.7241908289010053,-0.64150894,6.9889708
201,16.193716829058484,-16.31961540248298,29.135502344407094,18.933604475089215,0.19506317,8.589138
210,11.735103825981675,6.799847401039198,8.89168891635468,-29.721613745980864,1.7866081,7.75531
38,1.536729185477459,11.677197150935871,-11.574369797182321,-27.1662973520554,4.695789,11.678255
352,-5.63185773560309,8.241073044117098,-11.115419967773867,31.721057763428583,3.9459302,10.716341
64,28.835514507945724,3.0825243151984663,33.5879370785599,-18.21319834100989,1.6546352,7.474616
28,-5.052065603940144,12.900614620553684,-23.31087593851857,-21.87920989586524,4.1710467,11.388699
24,9.95460624503524,6.457096755182984,1.725123272655136,-35.08458589570724,2.5833802,7.2885056
257,26.823603227259607,-1.4263442216364421,37.199186296916395,-2.300506636689684,-0.7355709,7.354063
96,9.217119287760687,0.586678735382362,20.714392608378233,17.82053962844455,1.7982558,8.047516
217,9.53295525070613,-9.05666193507387,20.514554748781425,27.59045253190518,1.0268402,8.05013
194,5.520258488034003,-5.207761536356782,-0.6619678821820987,-27.23095713397871,1.2714859,7.4084682
384,17.273954161251943,0.5317458099227804,31.459876810838924,7.282993879248428,-0.7844505,6.7687016
130,6.694402192252573,-7.4966669559066865,12.897751300269599,30.263853689503662,1.233675,9.552497
224,19.73743276435108,-1.8847172842337954,32.60671562555828,1.622881417166734,-0.70930725,6.9902296
