12,1747
28,12
28,226
28,257
28,348
28,379
28,386
28,666
28,951
28,1023
28,1219
28,1250
28,1280
28,1319
28,1353
28,1558
28,1730
28,1747
28,1767
28,1804
28,1822
28,1880
49,77
49,108
49,182
49,183
49,206
49,211
49,212
49,216
49,217
49,245
49,265
49,279
49,296
49,364
49,645
49,646
49,648
49,660
49,661
49,662
49,664
49,676
49,725
49,1115
49,1431
49,1433
49,1461
49,1740
49,1745
49,1746
49,1749
49,1755
49,1757
49,1760
49,1761
49,1769
49,1771
49,1777
49,1790
49,1791
49,1792
49,1805
49,1811
49,1814
49,1815
49,1817
49,1818
49,1823
49,1829
49,1831
49,1850
49,1885
49,1912
49,1916
77,108
77,182
77,206
77,211
77,212
77,216
77,217
77,245
77,265
77,279
77,296
77,364
77,645
77,646
77,660
77,661
77,662
77,676
77,725
77,1115
77,1431
77,1433
77,1461
77,1740
77,1745
77,1746
77,1749
77,1757
77,1760
77,1761
77,1769
77,1771
77,1777
77,1790
77,1791
77,1792
77,1811
77,1814
77,1815
77,1817
77,1818
77,1823
77,1829
77,1831
77,1850
77,1885
77,1916
108,182
108,206
108,212
108,217
108,245
108,265
108,279
108,296
108,364
108,645
108,646
108,660
108,661
108,662
108,676
108,725
108,1115
108,1431
108,1433
108,1461
108,1740
108,1745
108,1746
108,1749
108,1757
108,1760
108,1761
108,1769
108,1771
108,1777
108,1791
108,1792
108,1805
108,1811
108,1814
108,1815
108,1817
108,1818
108,1823
108,1829
108,1831
108,1850
108,1912
108,1916
126,49
126,77
126,108
126,149
126,182
126,183
126,206
126,211
126,212
126,216
126,217
126,245
126,265
126,279
126,296
126,350
126,364
126,645
126,646
126,647
126,648
126,660
126,661
126,662
126,664
126,676
126,725
126,1115
126,1431
126,1433
126,1461
126,1740
126,1745
126,1746
126,1749
126,1755
126,1757
126,1760
126,1761
126,1769
126,1771
126,1777
126,1790
126,1791
126,1792
126,1805
126,1811
126,1814
126,1815
126,1817
126,1818
126,1823
126,1829
126,1831
126,1850
126,1885
126,1912
126,1916
138,12
138,28
138,226
138,235
138,257
138,280
138,348
138,379
138,386
138,666
138,668
138,679
138,920
138,951
138,1023
138,1234
138,1250
138,1256
138,1280
138,1319
138,1353
138,1444
138,1730
138,1747
138,1767
138,1773
138,1804
138,1822
138,1880
138,1912
138,5593
138,7633
149,49
149,77
149,108
149,182
149,183
149,206
149,211
149,212
149,216
149,217
149,245
149,265
149,279
149,296
149,350
149,364
149,645
149,646
149,648
149,660
149,661
149,662
149,664
149,676
149,725
149,1115
149,1431
149,1433
149,1461
149,1740
149,1745
149,1746
149,1749
149,1755
149,1757
149,1760
149,1761
149,1769
149,1771
149,1777
149,1790
149,1791
149,1792
149,1805
149,1811
149,1814
149,1815
149,1817
149,1818
149,1823
149,1829
149,1831
149,1850
149,1885
149,1912
149,1916
164,49
164,77
164,108
164,126
164,149
164,182
164,183
164,206
164,211
164,212
164,216
164,217
164,245
164,265
164,279
164,296
164,350
164,364
164,645
164,646
164,648
164,660
164,661
164,662
164,664
164,676
164,725
164,1115
164,1431
164,1433
164,1461
164,1740
164,1745
164,1746
164,1749
164,1755
164,1757
164,1760
164,1761
164,1769
164,1771
164,1777
164,1790
164,1791
164,1792
164,1805
164,1811
164,1814
164,1815
164,1817
164,1818
164,1823
164,1829
164,1831
164,1850
164,1885
164,1912
164,1916
172,226
172,348
172,379
182,212
182,296
182,1740
182,1749
182,1761
182,1791
182,1916
183,48
183,77
183,108
183,182
183,206
183,211
183,212
183,216
183,217
183,245
183,265
183,279
183,296
183,364
183,645
183,646
183,648
183,660
183,661
183,662
183,664
183,676
183,725
183,1115
183,1431
183,1433
183,1461
183,1740
183,1745
183,1746
183,1749
183,1757
183,1760
183,1761
183,1769
183,1771
183,1777
183,1790
183,1791
183,1792
183,1805
183,1811
183,1814
183,1815
183,1817
183,1818
183,1823
183,1829
183,1831
183,1850
183,1885
183,1912
183,1916
198,12
198,28
198,138
198,172
198,226
198,235
198,257
198,280
198,348
198,379
198,386
198,666
198,668
198,679
198,680
198,920
198,951
198,1023
198,1219
198,1234
198,1250
198,1256
198,1280
198,1319
198,1325
198,1353
198,1444
198,1558
198,1623
198,1730
198,1747
198,1767
198,1773
198,1804
198,1822
198,1880
198,1912
198,5593
198,7633
206,182
206,212
206,296
206,661
206,725
206,1740
206,1749
206,1757
206,1761
206,1769
206,1791
206,1916
211,108
211,182
211,206
211,212
211,217
211,245
211,265
211,279
211,296
211,364
211,645
211,646
211,660
211,661
211,662
211,676
211,725
211,1115
211,1431
211,1433
211,1461
211,1740
211,1745
211,1746
211,1749
211,1757
211,1760
211,1761
211,1769
211,1771
211,1777
211,1791
211,1792
211,1811
211,1814
211,1815
211,1817
211,1818
211,1823
211,1829
211,1831
211,1850
211,1916
212,1749
212,1791
212,1916
216,108
216,182
216,206
216,211
216,212
216,217
216,245
216,265
216,279
216,296
216,364
216,645
216,646
216,660
216,661
216,662
216,676
216,725
216,1115
216,1431
216,1433
216,1461
216,1740
216,1745
216,1746
216,1749
216,1757
216,1760
216,1761
216,1769
216,1771
216,1777
216,1791
216,1792
216,1805
216,1811
216,1814
216,1815
216,1817
216,1818
216,1823
216,1829
216,1831
216,1850
216,1912
216,1916
217,182
217,206
217,212
217,245
217,279
217,296
217,645
217,646
217,661
217,662
217,725
217,1115
217,1740
217,1749
217,1757
217,1760
217,1761
217,1769
217,1791
217,1829
217,1831
217,1916
220,12
220,28
220,138
220,198
220,226
220,235
220,257
220,280
220,348
220,379
220,386
220,666
220,668
220,679
220,680
220,920
220,951
220,1023
220,1219
220,1234
220,1250
220,1256
220,1280
220,1319
220,1325
220,1353
220,1444
220,1623
220,1730
220,1747
220,1767
220,1773
220,1804
220,1822
220,1880
220,1912
220,5593
220,7633
226,12
226,348
226,379
226,1250
226,1319
226,1747
226,1767
226,1822
235,12
235,28
235,226
235,257
235,348
235,379
235,386
235,666
235,679
235,951
235,1023
235,1250
235,1280
235,1319
235,1353
235,1747
235,1767
235,1804
235,1822
235,1880
245,182
245,206
245,212
245,279
245,296
245,661
245,662
245,725
245,1115
245,1740
245,1749
245,1757
245,1760
245,1761
245,1769
245,1791
245,1829
245,1916
257,12
257,226
257,348
257,379
257,666
257,680
257,951
257,1023
257,1250
257,1280
257,1319
257,1353
257,1730
257,1747
257,1767
257,1804
257,1822
257,1880
265,182
265,206
265,212
265,217
265,245
265,279
265,296
265,364
265,645
265,646
265,660
265,661
265,662
265,676
265,725
265,1115
265,1431
265,1461
265,1740
265,1745
265,1749
265,1757
265,1760
265,1761
265,1769
265,1771
265,1777
265,1791
265,1792
265,1811
265,1814
265,1815
265,1817
265,1818
265,1823
265,1829
265,1831
265,1850
265,1916
279,182
279,206
279,212
279,296
279,661
279,662
279,725
279,1115
279,1740
279,1749
279,1757
279,1761
279,1769
279,1791
279,1829
279,1916
280,12
280,28
280,226
280,235
280,257
280,348
280,379
280,386
280,666
280,679
280,951
280,1023
280,1219
280,1250
280,1280
280,1319
280,1353
280,1558
280,1730
280,1747
280,1767
280,1804
280,1822
280,1880
296,212
296,1749
296,1791
296,1916
348,12
348,379
348,1250
348,1558
348,1747
348,1767
348,1822
350,49
350,77
350,108
350,182
350,183
350,206
350,211
350,212
350,216
350,217
350,245
350,265
350,279
350,296
350,364
350,645
350,646
350,648
350,660
350,661
350,662
350,664
350,676
350,725
350,1115
350,1431
350,1433
350,1461
350,1740
350,1745
350,1746
350,1749
350,1755
350,1757
350,1760
350,1761
350,1769
350,1771
350,1777
350,1790
350,1791
350,1792
350,1805
350,1811
350,1814
350,1815
350,1817
350,1818
350,1823
350,1829
350,1831
350,1850
350,1885
350,1916
351,12
351,28
351,138
351,198
351,220
351,226
351,235
351,257
351,280
351,348
351,379
351,386
351,666
351,679
351,680
351,920
351,951
351,1023
351,1234
351,1250
351,1256
351,1280
351,1319
351,1325
351,1353
351,1444
351,1623
351,1730
351,1747
351,1751
351,1767
351,1773
351,1778
351,1804
351,1822
351,1880
351,1881
351,1886
351,1912
351,5593
351,7633
364,182
364,206
364,212
364,217
364,245
364,279
364,296
364,645
364,646
364,660
364,661
364,662
364,676
364,725
364,1115
364,1431
364,1461
364,1740
364,1745
364,1749
364,1757
364,1760
364,1761
364,1769
364,1771
364,1777
364,1791
364,1792
364,1811
364,1814
364,1815
364,1817
364,1818
364,1823
364,1829
364,1831
364,1850
364,1912
364,1916
379,12
379,1250
379,1747
379,1822
386,12
386,226
386,257
386,348
386,379
386,666
386,951
386,1023
386,1250
386,1280
386,1319
386,1353
386,1558
386,1730
386,1747
386,1767
386,1804
386,1822
386,1880
645,182
645,206
645,212
645,245
645,279
645,296
645,661
645,662
645,725
645,1115
645,1740
645,1749
645,1757
645,1760
645,1761
645,1769
645,1791
645,1829
645,1916
646,182
646,206
646,212
646,245
646,279
646,296
646,645
646,661
646,662
646,725
646,1115
646,1740
646,1749
646,1757
646,1760
646,1761
646,1769
646,1791
646,1829
646,1916
647,49
647,108
647,149
647,182
647,183
647,206
647,216
647,217
647,245
647,279
647,296
647,364
647,645
647,646
647,648
647,660
647,676
647,725
647,1115
647,1431
647,1433
647,1740
647,1746
647,1749
647,1757
647,1771
647,1790
647,1791
647,1811
647,1815
647,1817
647,1818
647,1831
647,1850
647,1916
648,77
648,108
648,182
648,206
648,211
648,212
648,216
648,217
648,245
648,265
648,279
648,296
648,364
648,645
648,646
648,660
648,661
648,662
648,664
648,676
648,725
648,1115
648,1431
648,1433
648,1461
648,1740
648,1745
648,1746
648,1749
648,1757
648,1760
648,1761
648,1769
648,1771
648,1777
648,1790
648,1791
648,1792
648,1805
648,1811
648,1814
648,1815
648,1817
648,1818
648,1823
648,1829
648,1831
648,1850
648,1885
648,1912
648,1916
660,182
660,206
660,212
660,217
660,245
660,279
660,296
660,645
660,646
660,661
660,662
660,676
660,725
660,1115
660,1431
660,1461
660,1740
660,1745
660,1749
660,1757
660,1760
660,1761
660,1769
660,1771
660,1777
660,1791
660,1792
660,1811
660,1814
660,1815
660,1817
660,1818
660,1823
660,1829
660,1831
660,1850
660,1916
661,182
661,212
661,296
661,725
661,1740
661,1749
661,1757
661,1761
661,1769
661,1791
661,1916
662,182
662,206
662,212
662,296
662,661
662,725
662,1115
662,1740
662,1749
662,1757
662,1761
662,1791
662,1829
662,1916
664,77
664,108
664,182
664,206
664,211
664,212
664,216
664,217
664,245
664,265
664,279
664,296
664,364
664,645
664,646
664,660
664,661
664,662
664,676
664,725
664,1115
664,1431
664,1433
664,1461
664,1740
664,1745
664,1746
664,1749
664,1757
664,1760
664,1761
664,1769
664,1771
664,1777
664,1790
664,1791
664,1792
664,1805
664,1811
664,1814
664,1815
664,1817
664,1818
664,1823
664,1829
664,1831
664,1850
664,1885
664,1916
666,12
666,226
666,348
666,379
666,680
666,1219
666,1250
666,1280
666,1319
666,1353
666,1558
666,1747
666,1767
666,1804
666,1822
668,28
668,226
668,257
668,280
668,348
668,379
668,386
668,666
668,679
668,680
668,951
668,1250
668,1319
668,1353
668,1730
668,1747
668,1767
668,1822
668,1880
676,182
676,206
676,212
676,217
676,245
676,279
676,296
676,645
676,646
676,661
676,662
676,725
676,1115
676,1431
676,1740
676,1749
676,1757
676,1760
676,1761
