Source,Target
206,217
82,676
1455,133
216,676
679,666
144,1325
49,270
1393,1470
238,206
183,270
133,678
1769,1757
671,1256
1371,664
1887,1749
125,265
216,1844
259,265
653,384
212,153
680,258
1747,951
654,1023
215,158
5,348
1047,725
1747,133
647,1249
1881,133
1767,1280
3085,801
1731,1357
1311,17
3997,654
1882,1755
801,669
238,1495
1618,662
1778,651
2103,182
131,3089
1256,1478
1805,259
655,3998
70,1618
1749,364
71,271
379,158
1172,3995
1829,64
131,56
210,3089
1311,138
645,48
1371,677
677,1249
348,1747
1891,1881
647,94
210,56
678,1393
671,680
215,171
244,3087
1844,1769
1371,1845
5593,654
1116,801
138,1385
71,163
7633,133
279,3081
664,677
234,1618
1280,680
55,1121
3093,5593
1023,3993
5593,1822
1023,1778
82,1749
1047,149
1618,675
675,48
279,48
671,801
664,1845
1829,1124
141,1804
131,1116
1385,144
1473,28
158,1744
1357,82
271,3082
3093,116
677,94
197,652
116,1747
3084,296
1829,77
1478,1311
210,1116
657,1805
220,1804
1280,801
55,1471
1749,1774
211,1755
350,3082
56,649
1804,249
264,3042
3082,3081
1393,678
193,129
661,234
3085,117
652,680
1916,1887
183,3090
3084,646
49,646
665,3093
4433,271
3082,1805
3996,1731
141,3093
1357,1371
1882,3996
216,234
3081,119
49,1814
1804,141
364,657
2103,666
384,1804
1891,258
138,351
652,801
661,126
265,126
1311,1440
1822,158
951,3083
801,106
144,1822
1183,171
1814,1731
33,5
1172,49
3092,133
43,198
206,1882
1880,5468
82,126
679,116
1116,2103
216,126
725,4433
1778,1256
56,662
252,1769
1116,117
1845,34
1250,3086
119,193
279,182
55,666
215,655
249,1471
1357,216
132,657
1880,220
646,3093
1845,1431
71,647
1478,8319
384,3093
1767,3992
649,129
676,4433
258,244
48,663
249,653
211,132
206,1774
271,183
1023,47
1116,238
183,70
663,1461
725,124
164,1777
1757,271
83,657
1280,117
1440,106
1044,106
1455,3087
70,129
3083,141
3996,108
149,193
350,183
3089,1124
245,1887
3082,182
1745,153
379,655
193,1431
666,1880
678,951
676,124
1844,3084
1880,1280
1484,1280
3996,1047
665,194
3089,77
725,245
1047,296
348,258
212,663
1757,163
1495,163
55,679
662,1357
669,84
194,1777
133,1767
1747,3087
1470,106
1881,3087
668,650
71,660
234,129
1325,654
676,245
1755,238
1882,279
48,676
249,666
1749,164
211,145
1047,646
49,83
1124,3081
183,83
145,1777
348,379
217,1882
1814,1047
1325,1822
84,1767
1440,348
48,1844
270,725
108,663
662,1249
1044,348
1047,1814
1916,48
653,197
116,258
364,94
4433,647
1124,1805
1774,3082
1311,3092
119,1495
1749,56
646,194
83,1249
119,677
351,17
17,666
650,84
1431,649
1844,64
5593,1393
668,1121
7633,3087
119,1845
3085,3997
296,1249
666,28
3090,665
34,1249
1844,1461
280,258
70,1431
132,94
1474,238
149,1495
178,210
670,672
3089,211
649,3996
351,138
1256,244
671,1311
1039,17
108,676
149,677
1023,1470
178,1378
1393,249
1183,668
3085,8319
1444,1234
83,94
1461,649
680,84
129,210
3042,5468
1805,193
1256,1183
163,3995
671,264
1371,1887
108,1844
149,1845
1777,131
206,164
3084,217
80,1745
49,217
668,195
4433,71
1757,647
129,1378
234,1431
296,94
645,211
17,679
1755,1769
34,94
1777,1299
1039,138
655,670
125,212
648,216
235,1804
1124,182
1883,5
55,116
1887,3093
951,668
1844,1474
1777,252
144,1393
173,108
106,3087
138,1319
64,3090
1774,183
1256,257
657,1618
678,280
652,1311
1116,8319
182,3082
1778,3042
173,1047
648,108
675,211
2103,129
3092,3087
647,149
124,108
351,1319
1280,3997
215,226
3042,1280
652,264
182,49
3093,279
1880,3992
235,3093
1618,1777
384,678
126,2103
131,4433
138,1440
3082,1618
1757,660
3994,680
1755,3997
1495,660
48,234
1474,1769
660,3996
94,3090
252,1461
1833,655
64,178
647,270
210,4433
351,1440
1280,8319
5468,650
249,5593
77,2103
1478,198
1749,661
173,350
677,149
133,7633
3994,801
8319,1280
379,226
217,164
1829,132
131,124
1805,1495
163,3082
1749,1829
3083,651
249,116
1116,1916
648,350
264,653
1769,1249
1745,663
124,350
64,70
1249,725
1805,677
210,124
153,1805
84,7633
212,234
163,49
206,648
82,3093
94,178
5593,951
677,270
216,3093
679,3083
1023,678
1116,3084
652,8319
1172,212
17,5593
1805,1845
131,245
1887,194
1371,3081
3088,1116
1047,217
238,1805
197,1767
3089,1755
33,3093
1234,43
1478,669
1891,84
119,77
210,245
17,116
270,296
108,234
182,183
235,1470
1371,48
94,70
664,3081
1769,94
801,3086
271,2103
71,1749
664,48
645,1755
951,1044
1357,271
206,661
1121,1455
183,1172
350,2103
2103,3996
1883,1778
1778,264
164,664
257,1121
206,1829
271,238
144,951
1116,64
3084,1882
183,125
49,1882
3994,117
1845,210
265,194
163,183
3093,655
1845,1378
675,1755
1124,1618
217,648
134,650
194,664
1319,1039
82,194
3086,652
245,1124
216,194
3089,132
3084,1774
257,195
651,351
1047,351
1484,3092
348,84
647,646
3042,3992
1371,182
245,77
1116,1124
3082,129
145,664
647,1814
193,1378
5905,17
84,654
1039,3092
5,95
3083,1256
1121,650
801,1234
1804,680
4433,1749
164,1845
64,675
661,665
84,1822
664,182
1731,3090
1755,1461
1495,1755
3093,668
677,646
364,149
257,1484
1730,650
116,84
8319,3992
217,661
5905,138
134,1121
215,3998
220,141
1777,173
1471,655
216,665
5593,280
677,1814
49,259
235,678
1804,801
183,259
3089,145
384,249
1116,198
217,1829
117,1891
3085,669
5468,1039
270,672
1844,119
194,1845
94,675
3086,1833
1883,47
197,1325
364,270
653,144
1250,134
1325,951
3087,220
1731,178
666,83
657,34
132,149
1749,4433
178,265
725,663
134,195
645,145
55,3083
1474,1461
1357,647
1880,651
70,210
1047,1882
226,198
1730,1121
245,211
1484,193
83,149
279,3996
1299,2103
1745,234
129,265
1249,296
676,663
212,34
1731,70
1757,1749
132,270
70,1378
679,668
1116,669
1023,249
3996,1357
3082,1431
126,1916
3992,1881
1172,1769
1774,2103
1378,2103
296,149
3090,3995
34,149
144,280
1047,1774
675,145
83,270
647,83
43,3086
77,1916
108,34
1183,3998
672,1833
173,163
1749,245
3084,164
725,676
653,1325
3089,279
217,206
133,801
1814,1357
664,666
296,270
119,3081
1280,669
77,3084
34,270
1882,1757
1023,1767
801,671
80,3089
1804,117
648,163
725,1844
1618,664
80,645
1778,653
1124,129
124,163
1767,235
153,1618
270,217
1822,1891
677,83
1814,1249
666,1385
676,1844
645,279
149,3081
3994,8319
238,1618
654,5468
258,5468
1731,662
669,1804
3093,226
665,3082
668,384
28,1744
64,1172
654,220
17,3083
3995,34
3081,108
106,351
271,1916
80,1116
364,646
1484,677
675,279
64,125
647,217
43,1234
3090,3082
77,64
1319,3993
1319,1778
3081,1047
271,3084
364,1814
350,1916
197,654
133,1393
1618,1845
1121,1039
1325,280
3090,49
669,3093
3083,3042
94,1172
1393,680
350,3084
197,1822
651,43
1183,3085
668,1444
133,117
126,1124
193,131
348,5
654,1280
258,1280
1731,675
280,1039
210,71
662,3090
650,1804
182,238
244,1116
132,646
84,1393
94,125
646,3082
3084,648
677,217
49,648
679,1044
1124,1431
245,1755
193,1299
126,77
1769,149
1833,1891
84,117
1471,226
77,1124
3081,350
132,1814
1393,801
648,647
235,249
1047,164
119,182
195,1116
83,646
193,252
5905,3092
1280,106
198,1121
951,3085
149,182
1916,3996
1804,1311
80,82
83,1814
680,1804
296,3090
