Source,Target
1393,1470
679,666
235,918
216,676
206,217
1790,648
1747,12
1948,1234
1769,1757
671,1256
1371,664
125,265
216,1844
680,258
1747,951
1824,646
1822,1768
77,1914
149,1790
1885,1824
1047,725
1824,1814
1767,1280
661,918
265,918
1557,1470
1882,1755
125,386
1911,12
665,1791
1757,1760
1817,1811
1495,1760
1770,1470
216,918
125,1325
1749,364
1880,1830
1823,1067
1771,648
7633,12
1234,672
1831,662
1447,1948
1299,1067
1829,64
1433,1821
1770,652
645,48
1744,1417
1727,1773
1371,677
206,1398
234,679
647,94
1774,1067
678,1393
1280,1727
671,680
1495,1881
1371,1845
1811,131
245,1740
1761,1771
664,677
1779,364
5593,1822
271,1914
1047,149
646,1791
1023,1778
1831,1951
675,48
279,48
664,1845
141,1804
677,94
1804,1067
652,1727
234,1739
1791,1771
220,1804
657,1805
1636,665
1760,206
1433,77
1829,77
1751,386
1393,678
211,1755
1749,1774
384,1912
1948,671
661,234
652,680
1951,676
1804,1417
1830,386
1792,131
1751,1325
49,646
1914,794
386,1463
1824,83
1805,1790
1951,1844
1753,1371
206,1761
216,234
1792,1299
49,1814
1771,193
364,657
1790,206
1830,1325
1804,141
1891,258
1747,1556
217,1398
1779,1774
661,126
265,126
1557,678
1760,1495
138,351
1792,252
1916,1779
1811,265
1814,1731
657,1818
206,1882
1393,920
1811,1433
216,126
1219,1558
1778,1256
164,1885
252,1769
279,182
1746,1718
662,1115
1023,1094
1880,220
1398,217
1845,1431
1790,1495
212,1818
1759,1916
647,1746
1822,1447
48,663
1433,211
206,1774
271,183
1845,384
1771,206
164,1777
1757,271
83,657
1793,1914
678,12
3042,1830
671,3042
48,1831
645,1821
1417,351
149,193
350,183
1792,265
1745,153
1879,153
666,1880
193,1431
678,951
1824,217
1744,1914
1770,920
677,1746
1792,1433
1880,1280
1047,296
145,1885
725,245
217,1761
1746,1731
856,176
1947,1455
648,1718
386,1947
1771,1495
1470,106
675,1821
1623,348
1740,1916
212,1831
647,1759
1447,351
676,245
48,676
1882,279
1749,164
1885,1745
211,145
1047,646
49,83
183,83
1814,1047
386,671
217,1882
145,1777
348,379
1829,1850
1325,1822
48,1844
108,663
920,1773
1047,1814
1916,48
1417,364
364,94
1124,1805
1759,64
1767,1911
108,1831
677,1759
1779,164
1844,64
5593,1393
1804,1914
918,1821
666,28
1844,1461
1951,126
280,258
48,918
1431,1817
149,1495
1830,1822
126,1740
1759,1124
1879,1455
351,138
108,676
149,677
1023,1470
1761,645
1444,1234
83,94
1759,77
1817,1745
1740,64
265,1791
1805,193
1746,1047
77,1740
108,1844
149,1845
1393,1417
206,164
672,1886
1818,657
49,217
1623,1879
1757,647
1461,1817
234,1431
1755,1769
645,211
296,94
1433,1755
1039,138
1777,1299
1495,647
125,212
1823,183
216,1791
235,1804
648,216
1124,182
176,672
1757,1815
678,1556
1791,645
1495,1815
1371,1779
1777,252
1398,1882
138,1319
28,1447
1774,183
1824,1761
126,1753
1256,257
678,280
1557,1417
108,918
1778,3042
648,108
1912,3042
675,211
1831,1885
664,1779
647,149
3042,1280
351,1319
182,49
1431,1951
364,1746
1821,645
1470,1879
1067,8319
1745,1818
1463,671
384,678
1824,1882
1757,660
1495,660
48,234
1882,1823
1023,1833
271,1740
252,1461
1067,856
1831,1777
1280,8319
1770,1767
1916,1821
1749,661
677,149
1761,1718
1730,153
350,1740
8319,1280
379,226
1461,1951
217,164
1886,666
1805,1495
662,1746
1749,1829
856,794
920,55
918,211
648,350
379,1623
212,234
1745,663
1805,677
664,1792
141,1751
153,1805
1727,1023
5593,951
1739,94
206,648
1023,678
364,1759
83,1746
652,8319
1881,672
1745,1831
1067,1916
1805,1845
1779,661
131,245
220,1751
1760,153
1047,217
1818,94
1779,1829
296,1746
1325,1393
210,245
1371,48
108,234
235,1470
182,183
1759,1850
1769,94
1094,679
1815,210
1951,1791
1433,145
1744,1727
1790,153
664,48
1039,1911
645,1755
153,1818
1844,1850
1393,1914
1023,920
206,661
648,1760
1811,212
245,1821
7633,672
164,664
83,1759
206,1829
49,1882
1124,679
296,1759
216,1470
1761,216
1558,153
665,1067
675,1755
1740,1850
217,648
1067,64
1319,1039
245,1124
1850,675
647,646
1371,182
1804,1727
1823,1740
245,77
1761,108
386,1773
1124,1739
145,664
647,1814
1299,1740
1791,216
1824,164
1433,279
1739,1746
164,1845
64,675
661,665
1774,1740
664,182
1755,1461
1760,1805
1636,49
1818,1746
677,646
364,149
646,1067
1886,5593
217,661
666,1948
1280,1353
220,141
1791,108
1770,7633
216,665
5593,280
235,678
226,1124
1821,216
677,1814
1769,1746
217,1829
258,1830
94,675
1047,1761
1761,350
1885,645
1790,1805
1833,226
1948,176
1325,951
149,1779
1739,1759
1833,1623
1821,108
663,1771
1814,1115
652,1353
645,145
3042,1911
1760,1818
1751,12
1398,648
1047,1882
1818,1759
1718,1821
226,198
245,211
83,149
1757,1749
676,663
1791,350
920,1023
235,920
1830,12
1751,951
1470,1463
126,1916
676,1831
1755,1824
296,149
1882,1636
1636,183
1023,1417
1047,1774
1830,951
1771,1805
675,145
1790,1818
1067,669
647,83
8319,1911
1824,648
1822,1770
77,1916
1431,1885
149,1792
1761,1760
672,1833
1749,245
1821,350
725,676
217,206
1817,645
1280,669
1882,1757
1431,1067
1023,1767
1947,1886
1398,661
183,1790
725,1844
1767,235
1822,1891
1746,1115
1398,1829
677,83
28,1623
1461,1885
1831,664
1791,1760
676,1844
1779,245
645,279
918,145
1914,1830
1947,1778
1850,125
1461,1067
386,55
1886,1768
351,1495
1731,662
1495,1883
1770,1822
669,1804
1844,1771
725,918
668,384
1353,258
1067,1850
1805,1779
5593,1824
271,1916
106,351
1821,1760
364,646
1556,28
675,279
64,125
647,217
676,918
77,64
1739,149
1393,1727
1319,1778
364,1814
350,1916
1914,675
145,235
1879,1886
1325,280
1094,384
1885,1371
1393,680
1718,211
1818,149
126,1124
193,131
258,1280
666,351
280,1039
1731,675
1951,678
94,125
677,217
245,1755
49,648
1833,1891
1124,1431
193,1299
126,77
1769,149
1805,1792
1815,265
77,1124
648,647
1047,164
918,279
83,646
193,252
1815,1433
1280,106
125,1811
149,182
235,1417
648,1815
1947,1094
1885,216
1830,280
83,1814
1824,206
296,646
258,125
271,64
725,234
1845,265
252,1771
296,1814
678,1879
55,668
1744,856
350,64
1845,1433
131,663
